ts; dow; hod;default broker_mwh; default broker_price ;CrocodileAgent_mwh; CrocodileAgent_price ;Bunnie_mwh; Bunnie_price 
842; 6; 2;[-0.2047; 27.5971];[9.2595; -30.3728];[52.4393; -25.7430]
843; 6; 3;[-0.1612; 28.6223];[9.9124; -29.2771];[50.9244; -26.7281]
844; 6; 4;[-0.1821; 26.7384];[11.6885; -26.9826];[44.0233; -26.1192]
845; 6; 5;[-0.1646; 31.6353];[12.8531; -31.3736];[47.4036; -26.7481]
846; 6; 6;[-0.2614; 31.8762];[16.3191; -33.3445];[47.0387; -32.4371]
847; 6; 7;[-0.9505; 32.0796];[14.6857; -36.2442];[54.4950; -32.5177]
848; 6; 8;[-1.6884; 37.3354];[5.9755; -21.6805];[45.4176; -39.3833]
849; 6; 9;[-2.0899; 37.3115];[5.9181; -21.1603];[51.5811; -39.1822]
850; 6; 10;[-1.9065; 37.8696];[10.8816; -29.6211];[42.6197; -39.7964]
851; 6; 11;[-3.1235; 37.4540];[12.2323; -20.9199];[42.7939; -38.7364]
852; 6; 12;[-2.0297; 38.3311];[17.3249; -19.7635];[45.7758; -41.1473]
853; 6; 13;[-1.9910; 37.1976];[17.3098; -14.5425];[45.4665; -40.5942]
854; 6; 14;[-2.2862; 32.2736];[16.8542; -33.7272];[40.1468; -35.3488]
855; 6; 15;[-1.4222; 37.7490];[18.1745; -13.0363];[46.4398; -41.5269]
856; 6; 16;[-0.6678; 32.7417];[18.7510; -33.5867];[41.4042; -34.5974]
857; 6; 17;[-0.5068; 36.9852];[16.3711; -32.3087];[39.5455; -32.0425]
858; 6; 18;[-0.1281; 38.5578];[13.3975; -9.6355];[38.1812; -38.2565]
859; 6; 19;[-0.2520; 45.8981];[13.2373; -14.0839];[37.0512; -47.2959]
860; 6; 20;[-0.1929; 46.7245];[11.7359; -11.8919];[35.0738; -45.6554]
861; 6; 21;[-0.1917; 33.5899];[11.7130; -30.9912];[34.1949; -35.7287]
862; 6; 22;[-0.2529; 33.4577];[11.9802; -30.1339];[33.9150; -32.7225]
863; 6; 23;[-0.2503; 32.6659];[14.7192; -27.0062];[35.1995; -26.7760]
864; 7; 0;[-0.2378; 27.8033];[13.3396; -26.1793];[34.9690; -23.6712]
865; 7; 1;[-0.1657; 29.6726];[13.3327; -24.9514];[40.1516; -22.9285]
866; 7; 2;[-0.1433; 32.5248];[19.7036; -29.9709];[39.8023; -33.8722]
867; 7; 3;[-0.2236; 28.9031];[20.2198; -25.0655];[36.7614; -27.1370]
868; 7; 4;[-0.1567; 32.7101];[19.6185; -28.8040];[34.0694; -31.9185]
869; 7; 5;[-0.1593; 32.6557];[20.4679; -31.2100];[34.9607; -34.4886]
870; 7; 6;[-0.4162; 32.6964];[23.9964; -29.4792];[34.1062; -35.5283]
871; 7; 7;[-1.3123; 36.6273];[24.3646; -33.4793];[41.5687; -38.5919]
872; 7; 8;[-2.2268; 32.6538];[18.8999; -29.9265];[40.5536; -35.4602]
873; 7; 9;[-2.8912; 32.4465];[19.3147; -31.3305];[35.9405; -35.2075]
874; 7; 10;[-2.7072; 32.2000];[20.2746; -29.3873];[30.0640; -35.7314]
875; 7; 11;[-3.5722; 32.3009];[19.5896; -27.6271];[32.9234; -36.0822]
876; 7; 12;[-2.6947; 38.3127];[24.4067; -33.9932];[35.4978; -38.8488]
877; 7; 13;[-1.9919; 38.6921];[25.2557; -34.8159];[29.5927; -39.7916]
878; 7; 14;[-1.8138; 33.1040];[27.9163; -29.7690];[28.2669; -36.7365]
879; 7; 15;[-1.4914; 39.0194];[28.7655; -34.8238];[27.7193; -42.2234]
880; 7; 16;[-1.1300; 38.8565];[25.2916; -35.2482];[29.4971; -42.9958]
881; 7; 17;[-0.3617; 42.2837];[23.4853; -9.8138];[29.4813; -40.3472]
882; 7; 18;[-0.2149; 48.6489];[18.2741; -32.5925];[26.2566; -39.2085]
883; 7; 19;[-0.1945; 44.9980];[17.2523; -34.8746];[26.9442; -44.7794]
884; 7; 20;[-0.1649; 52.1897];[18.8010; -35.4540];[28.9242; -38.4753]
885; 7; 21;[-0.1730; 29.5867];[17.6093; -30.7021];[25.3886; -36.4151]
886; 7; 22;[-0.1791; 39.9178];[18.3028; -31.0570];[26.9280; -36.3817]
887; 7; 23;[-0.1577; 45.1712];[20.1571; -29.9435];[25.7490; -33.0340]
888; 1; 0;[-0.1657; 40.2112];[29.1995; -24.9218];[30.9315; -26.9299]
889; 1; 1;[-0.1556; 43.1058];[33.8335; -25.3495];[32.3399; -26.3888]
890; 1; 2;[-0.2228; 20.9594];[26.3548; -24.6438];[34.1948; -23.5194]
891; 1; 3;[-0.1853; 43.2182];[33.7529; -30.3969];[22.7888; -24.9890]
892; 1; 4;[-0.1282; 34.6271];[32.5073; -25.2235];[26.5897; -26.5516]
893; 1; 5;[-0.1347; 37.6536];[24.8993; -36.1792];[22.4502; -14.4973]
894; 1; 6;[-0.3105; 36.0049];[32.0840; -34.7361];[24.6821; -28.7376]
895; 1; 7;[-0.9437; 37.1679];[29.8838; -34.6430];[14.1171; -30.4778]
896; 1; 8;[-1.3930; 36.6726];[27.1840; -33.6367];[6.7808; -30.2355]
897; 1; 9;[-2.6141; 36.3066];[16.2660; -26.2145];[29.9557; -37.8211]
898; 1; 10;[-2.5288; 36.9081];[16.2117; -35.1894];[29.6167; -38.4954]
899; 1; 11;[-2.6944; 37.3888];[12.8473; -26.3882];[27.3348; -36.9976]
900; 1; 12;[-2.7957; 51.1500];[6.9366; -31.6667];[15.0770; -32.7088]
901; 1; 13;[-2.6259; 37.3516];[25.5910; -36.0067];[41.5846; -38.7569]
902; 1; 14;[-2.1531; 50.2997];[14.6784; -2.7798];[29.4504; -21.0643]
903; 1; 15;[-1.9513; 89.3072];[12.8431; -27.3606];[34.5227; -31.3145]
904; 1; 16;[-0.9969; 38.1224];[36.3211; -35.4068];[32.2380; -39.8234]
905; 1; 17;[-0.2338; 38.9714];[34.2784; -35.9344];[32.8312; -43.2236]
906; 1; 18;[-0.2225; 49.3158];[12.1825; -0.9096];[30.7987; -35.2083]
907; 1; 19;[-0.2489; 41.8353];[19.1867; -35.6089];[32.8398; -42.9684]
908; 1; 20;[-0.1110; 46.0436];[9.8175; -29.2946];[35.7665; -41.0260]
909; 1; 21;[-0.1876; 42.0218];[13.5745; -35.4871];[25.6662; -44.1191]
910; 1; 22;[-0.1687; 43.1162];[13.2249; -34.8222];[24.6860; -43.6910]
911; 1; 23;[-0.1710; 45.5456];[11.3332; -18.5744];[25.8178; -46.0205]
912; 2; 0;[-0.2089; 41.7337];[13.7344; -35.4728];[32.4400; -25.9062]
913; 2; 1;[-0.1542; 31.6968];[15.4165; -30.5739];[30.2620; -34.6178]
914; 2; 2;[-0.1533; 34.3632];[15.2011; -24.2239];[40.6231; -30.5537]
915; 2; 3;[-0.2148; 34.2376];[18.7053; -24.1857];[37.6936; -28.5737]
916; 2; 4;[-0.2194; 34.9113];[15.4749; -23.6308];[39.4488; -27.8260]
917; 2; 5;[-0.2126; 30.9879];[15.9984; -29.5676];[47.1333; -31.0150]
918; 2; 6;[-0.3481; 37.0846];[17.6244; -36.3756];[47.1125; -34.8952]
919; 2; 7;[-0.8674; 37.6906];[14.9647; -36.7974];[22.5702; -30.5457]
920; 2; 8;[-1.3757; 37.3591];[13.7284; -36.6838];[45.6294; -37.3055]
921; 2; 9;[-1.9208; 36.6959];[6.7148; -31.6667];[32.6471; -35.0762]
922; 2; 10;[-2.6135; 37.1014];[9.4801; -23.0820];[39.3420; -37.7813]
923; 2; 11;[-2.2250; 50.4530];[8.0968; -31.6059];[10.8070; -32.7100]
924; 2; 12;[-2.2205; 38.0094];[8.5077; -23.5018];[35.6126; -37.2525]
925; 2; 13;[-2.0852; 50.4495];[1.2940; -31.6667];[14.5326; -33.2009]
926; 2; 14;[-1.7927; 92.6659];[0.0000; 0.0000];[30.0384; -33.6998]
927; 2; 15;[-1.7497; 57.6333];[0.0000; 0.0000];[24.6721; -34.0444]
928; 2; 16;[-0.9720; 42.4992];[9.2476; -31.6667];[37.4876; -39.3349]
929; 2; 17;[-0.2543; 58.6594];[3.3582; -29.5578];[37.5013; -35.0146]
930; 2; 18;[-0.2513; 59.5486];[3.4234; -31.6667];[35.8957; -35.3410]
931; 2; 19;[-0.2366; 43.5409];[7.8234; -23.4200];[34.9755; -37.5159]
932; 2; 20;[-0.2100; 65.6708];[5.4569; -31.0450];[31.3890; -33.9232]
933; 2; 21;[-0.1760; 49.9722];[6.0845; -18.6183];[29.7267; -28.5214]
934; 2; 22;[-0.1824; 42.8102];[8.8874; -35.6367];[29.8756; -36.5802]
935; 2; 23;[-0.1857; 43.6995];[7.9785; -12.1538];[31.3951; -41.8179]
936; 3; 0;[-0.1156; 37.6047];[9.7743; -36.5178];[38.4329; -31.4833]
937; 3; 1;[-0.1481; 35.3087];[8.6070; -30.5025];[46.3470; -28.2144]
938; 3; 2;[-0.1755; 34.0919];[10.6093; -30.5711];[37.1067; -31.2685]
939; 3; 3;[-0.1929; 32.5513];[10.7624; -29.5726];[37.3433; -29.6879]
940; 3; 4;[-0.1761; 33.2722];[13.0335; -25.3369];[37.1295; -26.3406]
941; 3; 5;[-0.1274; 37.7880];[10.2638; -36.6216];[37.5078; -34.3766]
942; 3; 6;[-0.2944; 43.8892];[6.3659; -30.5415];[13.2684; -32.9742]
943; 3; 7;[-1.1029; 50.6164];[4.4175; -31.6480];[13.9668; -33.4057]
944; 3; 8;[-1.9481; 50.4959];[3.2442; -31.6667];[16.5184; -32.9529]
945; 3; 9;[-2.8430; 57.0938];[3.5359; -25.9794];[13.4622; -31.9765]
946; 3; 10;[-2.9564; 57.6903];[3.0292; -31.5113];[12.2500; -33.8726]
947; 3; 11;[-3.5447; 50.4986];[1.0846; -31.6667];[12.6769; -31.6500]
948; 3; 12;[-3.0594; 37.8100];[2.1015; -31.6667];[38.5258; -39.2939]
949; 3; 13;[-2.9281; 50.2712];[2.7354; -16.3097];[44.7966; -36.5989]
950; 3; 14;[-1.5605; 37.8692];[3.7203; -24.7890];[40.4090; -36.8619]
951; 3; 15;[-2.3036; 57.6191];[0.0000; 0.0000];[29.3103; -34.4656]
952; 3; 16;[-0.9855; 42.4364];[0.0000; 0.0000];[40.8924; -37.5323]
953; 3; 17;[-0.3047; 59.2474];[0.0000; 0.0000];[25.7556; -35.3524]
954; 3; 18;[-0.1610; 44.0065];[0.0000; 0.0000];[24.8122; -36.5355]
955; 3; 19;[-0.1879; 41.8171];[0.0000; 0.0000];[22.2060; -36.8051]
956; 3; 20;[-0.1944; 35.1668];[5.8714; -36.4982];[32.5038; -39.0744]
957; 3; 21;[-0.1952; 30.3491];[6.0859; -31.6436];[32.0773; -35.4736]
958; 3; 22;[-0.1693; 37.1556];[5.6271; -36.5480];[33.4241; -37.0363]
959; 3; 23;[-0.1770; 37.1103];[6.4775; -36.1529];[32.6570; -41.9165]
960; 4; 0;[-0.1022; 31.8779];[6.8234; -31.4476];[39.7153; -33.0248]
961; 4; 1;[-0.1500; 37.2414];[4.7995; -37.0159];[16.0149; -31.2008]
962; 4; 2;[-0.1080; 32.0435];[4.3347; -31.5665];[46.9398; -34.0043]
963; 4; 3;[-0.0983; 30.7255];[5.1451; -30.4752];[53.2415; -30.0806]
964; 4; 4;[-0.1032; 31.0332];[6.0165; -30.7749];[45.1648; -30.8624]
965; 4; 5;[-0.1049; 37.2395];[4.5450; -37.0443];[50.0329; -38.2982]
966; 4; 6;[-0.3043; 43.5326];[3.9041; -37.1286];[50.0036; -36.8349]
967; 4; 7;[-0.8733; 43.5528];[3.2933; -31.2463];[44.5522; -37.6539]
968; 4; 8;[-1.8004; 57.9456];[3.8959; -31.6464];[6.2589; -33.5923]
969; 4; 9;[-2.3613; 50.8598];[0.0000; 0.0000];[9.7224; -32.9778]
970; 4; 10;[-2.5052; 50.6487];[0.9220; -31.6667];[7.8282; -33.6249]
971; 4; 11;[-2.5198; 37.4202];[0.3575; -31.6667];[44.8770; -40.9826]
972; 4; 12;[-2.2429; 50.8930];[0.0000; 0.0000];[5.3264; -34.2426]
973; 4; 13;[-1.4094; 37.0002];[1.9691; -36.9806];[40.9904; -37.9471]
974; 4; 14;[-1.5974; 37.9778];[2.0855; -23.6223];[42.3693; -38.5623]
975; 4; 15;[-1.5967; 37.0373];[2.4293; -36.3066];[42.9356; -38.9495]
976; 4; 16;[-0.9004; 41.5969];[0.8610; -1.0167];[42.2538; -30.7473]
977; 4; 17;[-0.2761; 36.2248];[2.6468; -36.4108];[41.5843; -37.3086]
978; 4; 18;[-0.1750; 40.6775];[0.6871; -2.5160];[40.3573; -32.0531]
979; 4; 19;[-0.1812; 36.5605];[1.8752; -36.8528];[39.8631; -38.6324]
980; 4; 20;[-0.1695; 34.2353];[2.2798; -36.4361];[42.2917; -40.9628]
981; 4; 21;[-0.2078; 34.3059];[1.0531; -21.6741];[37.8981; -38.0013]
982; 4; 22;[-0.2135; 28.6453];[1.6385; -32.0375];[35.4615; -31.5554]
983; 4; 23;[-0.1368; 29.6982];[1.9932; -31.7065];[39.4754; -36.1405]
984; 5; 0;[-0.1282; 29.1331];[2.2568; -30.6160];[40.1159; -31.6870]
985; 5; 1;[-0.1370; 27.3319];[1.2754; -25.4789];[50.3486; -27.8315]
986; 5; 2;[-0.1799; 30.6524];[1.4791; -30.8241];[46.9477; -34.2742]
987; 5; 3;[-0.2199; 32.0402];[1.4167; -25.9480];[64.5468; -27.1929]
988; 5; 4;[-0.1328; 33.0412];[1.7053; -31.1693];[44.0125; -33.0718]
989; 5; 5;[-0.1222; 30.6640];[1.8106; -31.5539];[47.3131; -34.6272]
990; 5; 6;[-0.3307; 42.2698];[1.5786; -37.3308];[45.1509; -37.2356]
991; 5; 7;[-0.9834; 31.6867];[1.2750; -31.5115];[49.8932; -35.0683]
992; 5; 8;[-2.2781; 43.5032];[0.9451; -23.3270];[58.7090; -36.3192]
993; 5; 9;[-2.8319; 36.8814];[0.5661; -29.4567];[47.5432; -34.6896]
994; 5; 10;[-3.4782; 37.4091];[0.8390; -15.4919];[44.6635; -35.0877]
995; 5; 11;[-3.1074; 31.9681];[0.9054; -32.1071];[43.5554; -37.0617]
996; 5; 12;[-3.2521; 38.3440];[0.7994; -22.2916];[39.4873; -39.0208]
997; 5; 13;[-2.4933; 38.4271];[0.8284; -5.4884];[36.8550; -40.6703]
998; 5; 14;[-1.6572; 38.0278];[0.8580; -33.3198];[43.6976; -42.1229]
999; 5; 15;[-1.6697; 51.2331];[0.0000; 0.0000];[44.1688; -39.1003]
1000; 5; 16;[-0.8769; 39.5936];[0.9266; -21.6727];[45.0984; -36.5119]
1001; 5; 17;[-0.3110; 38.8550];[0.6794; -21.4712];[54.2759; -40.8695]
1002; 5; 18;[-0.1679; 32.4056];[0.9496; -32.8105];[49.9542; -33.9127]
1003; 5; 19;[-0.2265; 32.5863];[0.8822; -33.6085];[46.8625; -33.5238]
1004; 5; 20;[-0.1783; 32.1502];[3.0274; -35.2633];[37.7624; -36.4854]
1005; 5; 21;[-0.1694; 34.7250];[1.6689; -24.1871];[38.8972; -41.2006]
1006; 5; 22;[-0.1754; 35.1218];[2.8912; -19.8129];[33.6200; -41.3431]
1007; 5; 23;[-0.1795; 30.8676];[3.6599; -29.6733];[36.7217; -29.9462]
1008; 6; 0;[-0.1870; 31.5100];[3.8153; -31.7345];[36.6190; -30.2061]
1009; 6; 1;[-0.1695; 31.1980];[3.9200; -29.5915];[41.2851; -27.3850]
1010; 6; 2;[-0.1649; 29.6727];[9.6505; -28.9091];[43.6065; -28.2379]
1011; 6; 3;[-0.1127; 29.4938];[9.2303; -27.4665];[44.4223; -22.1528]
1012; 6; 4;[-0.0873; 30.9003];[11.6553; -31.8577];[50.1107; -27.7350]
1013; 6; 5;[-0.1287; 36.9005];[12.4691; -27.5306];[53.9186; -35.5896]
1014; 6; 6;[-0.2051; 30.5820];[5.9061; -23.1587];[53.9897; -35.9510]
1015; 6; 7;[-0.6946; 43.3240];[0.9541; -37.3683];[72.8205; -37.5463]
1016; 6; 8;[-1.8916; 25.3768];[5.6805; -26.3871];[67.9820; -38.5776]
1017; 6; 9;[-2.4374; 36.2501];[0.2152; -5.2827];[2.5694; -30.8403]
1018; 6; 10;[-2.5107; 24.5485];[6.3023; -26.3025];[39.7799; -41.1364]
1019; 6; 11;[-3.4277; 28.5903];[2.1108; -27.1905];[37.4643; -39.9803]
1020; 6; 12;[-1.7673; 32.7496];[11.9647; -32.8657];[34.8409; -38.6768]
1021; 6; 13;[-1.7114; 39.9544];[7.6610; -23.2198];[40.8884; -41.0944]
1022; 6; 14;[-2.5900; 28.2118];[19.0707; -34.3927];[44.7696; -35.6439]
1023; 6; 15;[-1.6982; 26.9394];[8.2679; -20.2322];[50.5509; -36.2412]
1024; 6; 16;[-0.5404; 32.5493];[7.3610; -18.6674];[47.4964; -41.9754]
1025; 6; 17;[-0.4768; 34.6458];[17.1373; -28.5199];[42.0355; -37.9686]
1026; 6; 18;[-0.0733; 26.8493];[14.0028; -28.8460];[38.1480; -39.2721]
1027; 6; 19;[-0.2273; 38.2862];[12.0588; -29.8017];[34.3774; -42.1764]
1028; 6; 20;[-0.1374; 47.1627];[12.8749; -27.1148];[34.6629; -42.8900]
1029; 6; 21;[-0.1317; 50.5191];[15.1733; -29.9922];[34.2671; -35.5780]
1030; 6; 22;[-0.1524; 48.6541];[15.0183; -32.3302];[31.8081; -36.4817]
1031; 6; 23;[-0.1496; 42.3936];[17.5336; -29.0423];[32.7833; -31.0611]
1032; 7; 0;[-0.1494; 36.2194];[19.1236; -25.6845];[33.1076; -29.0109]
1033; 7; 1;[-0.1202; 32.7851];[16.6526; -25.5496];[32.8180; -28.9374]
1034; 7; 2;[-0.1243; 36.3047];[26.6550; -27.3645];[46.3011; -27.2162]
1035; 7; 3;[-0.1878; 33.9612];[28.2147; -27.6318];[58.5562; -27.2958]
1036; 7; 4;[-0.1671; 33.9812];[30.8712; -23.7844];[45.4251; -20.7954]
1037; 7; 5;[-0.1402; 37.0735];[27.5444; -31.5665];[36.9435; -37.2032]
1038; 7; 6;[-0.4028; 34.8406];[25.7255; -31.5208];[37.3654; -34.4767]
1039; 7; 7;[-1.0828; 34.3648];[34.2697; -33.1426];[39.0528; -37.4705]
1040; 7; 8;[-2.3250; 36.6948];[6.3430; -27.6201];[33.9381; -38.1249]
1041; 7; 9;[-2.8978; 33.0170];[28.1287; -32.1206];[32.0771; -39.2960]
1042; 7; 10;[-3.0178; 33.0407];[28.7194; -31.0422];[29.4991; -37.6896]
1043; 7; 11;[-3.7098; 32.7990];[24.6295; -31.9303];[32.8454; -36.3980]
1044; 7; 12;[-3.0976; 38.9301];[17.3585; -19.9693];[28.1616; -44.9753]
1045; 7; 13;[-2.4955; 32.2331];[20.4217; -20.4326];[29.7749; -39.6160]
1046; 7; 14;[-2.2516; 38.9016];[34.9004; -32.7986];[28.8396; -42.7477]
1047; 7; 15;[-1.7344; 33.3460];[37.8136; -32.0681];[35.8232; -35.0124]
1048; 7; 16;[-1.2299; 34.8126];[30.4025; -31.5717];[37.2911; -38.9974]
1049; 7; 17;[-0.3956; 33.4359];[32.7305; -31.8284];[33.4964; -37.2361]
1050; 7; 18;[-0.2370; 41.8121];[27.2436; -32.0562];[35.7300; -35.5066]
1051; 7; 19;[-0.2173; 42.2571];[22.6737; -31.4577];[27.6087; -42.9329]
1052; 7; 20;[-0.2193; 38.0203];[8.8357; -21.6082];[22.5159; -44.0411]
1053; 7; 21;[-0.2278; 38.8992];[27.2881; -26.9882];[23.3348; -31.4430]
1054; 7; 22;[-0.2261; 38.0529];[28.1206; -31.6147];[23.0198; -37.5789]
1055; 7; 23;[-0.2097; 38.1611];[29.6306; -26.1956];[22.9249; -28.8537]
1056; 1; 0;[-0.2162; 34.4052];[35.2382; -30.8516];[28.1296; -33.5416]
1057; 1; 1;[-0.2121; 38.5869];[39.3699; -30.6315];[29.7107; -32.2140]
1058; 1; 2;[-0.2321; 34.6951];[55.9263; -30.9355];[21.3555; -33.0014]
1059; 1; 3;[-0.2006; 34.3544];[49.4416; -26.0673];[22.2304; -27.6500]
1060; 1; 4;[-0.1647; 35.0020];[56.0078; -37.3891];[3.4202; -32.3812]
1061; 1; 5;[-0.1740; 30.1592];[61.0665; -32.1220];[28.8069; -35.5686]
1062; 1; 6;[-0.3106; 49.5330];[4.0215; -28.6349];[1.8582; -33.1736]
1063; 1; 7;[-0.7740; 32.3147];[64.2816; -37.0888];[30.8309; -33.8208]
1064; 1; 8;[-1.7629; 44.1997];[1.6453; -29.7609];[4.9347; -30.0644]
1065; 1; 9;[-2.8183; 58.6299];[2.2822; -31.1138];[4.2445; -30.5729]
1066; 1; 10;[-2.9877; 51.3797];[1.5165; -30.0977];[4.1008; -31.2750]
1067; 1; 11;[-3.0892; 51.2009];[2.1867; -31.6667];[2.6556; -29.8151]
1068; 1; 12;[-3.1860; 37.2901];[60.0221; -37.2383];[28.8314; -39.7961]
1069; 1; 13;[-2.9196; 51.4698];[0.6331; -26.7704];[3.6867; -32.6588]
1070; 1; 14;[-2.4029; 51.4277];[0.0000; 0.0000];[8.3156; -33.2618]
1071; 1; 15;[-2.0392; 51.4844];[0.0000; 0.0000];[7.9735; -34.1360]
1072; 1; 16;[-1.0474; 38.9316];[0.9457; -17.1589];[34.0004; -40.3064]
1073; 1; 17;[-0.2790; 57.3960];[0.0000; 0.0000];[9.4694; -35.0662]
1074; 1; 18;[-0.2222; 44.0630];[9.6021; -19.8154];[29.0936; -45.6972]
1075; 1; 19;[-0.2208; 42.6830];[0.0000; 0.0000];[31.0142; -41.6089]
1076; 1; 20;[-0.0777; 37.5038];[22.2528; -35.7293];[30.4210; -41.2030]
1077; 1; 21;[-0.1805; 39.2305];[16.2780; -36.2213];[27.0292; -38.4099]
1078; 1; 22;[-0.1803; 36.0120];[18.3158; -34.4837];[25.0130; -41.0018]
1079; 1; 23;[-0.1829; 34.4461];[20.3299; -30.8819];[24.0775; -38.7072]
1080; 2; 0;[-0.2001; 36.7777];[20.8774; -37.0783];[31.3799; -37.7396]
1081; 2; 1;[-0.1923; 33.6075];[19.3096; -25.8830];[33.1343; -30.4850]
1082; 2; 2;[-0.1645; 31.0116];[20.7742; -26.5359];[32.4588; -33.2331]
1083; 2; 3;[-0.1789; 37.2138];[23.7464; -31.6609];[36.4804; -36.2818]
1084; 2; 4;[-0.1852; 36.0257];[24.3149; -31.2309];[43.7069; -36.1579]
1085; 2; 5;[-0.1693; 35.5863];[24.8346; -29.5119];[39.4829; -34.8006]
1086; 2; 6;[-0.2740; 54.1725];[7.0213; -29.4174];[6.1571; -32.9641]
1087; 2; 7;[-1.0138; 37.9428];[18.0616; -36.7073];[14.1837; -30.1495]
1088; 2; 8;[-1.7379; 37.7931];[27.9616; -37.2579];[18.1794; -30.3572]
1089; 2; 9;[-2.3528; 37.6245];[23.5372; -36.9489];[49.2850; -36.5879]
1090; 2; 10;[-2.9987; 52.0296];[6.2551; -31.6667];[9.6438; -32.1827]
1091; 2; 11;[-2.8185; 38.0250];[5.8634; -31.6667];[8.4439; -33.5674]
1092; 2; 12;[-2.7992; 51.9123];[2.7509; -31.6667];[13.7687; -32.8616]
1093; 2; 13;[-2.6679; 59.7228];[2.9663; -31.6667];[24.7492; -33.4168]
1094; 2; 14;[-2.2710; 59.6446];[13.3839; -7.3703];[32.9026; -17.6512]
1095; 2; 15;[-2.0048; 60.1768];[8.9318; -7.5634];[34.5246; -16.4690]
1096; 2; 16;[-1.1339; 88.9905];[13.0668; -7.5309];[35.5445; -15.0383]
1097; 2; 17;[-0.3291; 62.7925];[11.2601; -5.8256];[35.2856; -13.6018]
1098; 2; 18;[-0.2410; 64.2778];[8.5562; -31.0012];[35.5789; -30.1674]
1099; 2; 19;[-0.2352; 46.8707];[9.5515; -1.8868];[37.0874; -13.8575]
1100; 2; 20;[-0.1589; 59.3402];[8.4860; -3.6828];[34.3609; -9.3640]
1101; 2; 21;[-0.2037; 48.1715];[7.6510; -16.5196];[31.3032; -43.3231]
1102; 2; 22;[-0.1907; 41.0153];[7.0677; -18.8272];[29.4371; -43.9621]
1103; 2; 23;[-0.1955; 37.9343];[13.7727; -36.4336];[30.5626; -36.1314]
1104; 3; 0;[-0.1543; 40.9476];[12.7444; -36.5756];[29.8286; -14.4235]
1105; 3; 1;[-0.1677; 34.0817];[12.8626; -32.4038];[34.7127; -28.5461]
1106; 3; 2;[-0.1957; 33.9738];[14.7478; -31.6546];[33.3737; -28.9622]
1107; 3; 3;[-0.2092; 33.7318];[16.8456; -31.9846];[30.1178; -35.0897]
1108; 3; 4;[-0.1927; 34.3520];[19.0300; -32.3447];[36.7242; -34.3466]
1109; 3; 5;[-0.1678; 34.2555];[15.1968; -31.5384];[39.0116; -31.7529]
1110; 3; 6;[-0.3421; 38.9414];[15.5942; -36.4729];[33.2050; -31.0070]
1111; 3; 7;[-1.2175; 59.4180];[11.8063; -31.6062];[19.1184; -29.6897]
1112; 3; 8;[-2.1641; 52.8089];[10.6050; -31.6203];[20.7849; -31.6009]
1113; 3; 9;[-2.9098; 59.3229];[4.2981; -31.6667];[23.9718; -31.7178]
1114; 3; 10;[-3.2484; 52.4540];[2.1167; -31.6667];[23.3060; -32.6060]
1115; 3; 11;[-3.7415; 59.7253];[2.1622; -31.6667];[23.6656; -33.5835]
1116; 3; 12;[-3.3866; 38.7874];[2.3822; -30.6496];[37.8461; -34.1745]
1117; 3; 13;[-3.2010; 52.0038];[2.4215; -23.1978];[40.3622; -25.4426]
1118; 3; 14;[-2.1117; 51.6436];[4.4499; -31.0972];[38.5432; -30.0773]
1119; 3; 15;[-2.4219; 52.4415];[6.9698; -31.3213];[38.1185; -28.5407]
1120; 3; 16;[-1.0984; 51.4862];[2.9562; -2.8631];[43.1673; -18.9272]
1121; 3; 17;[-0.3782; 37.4599];[3.0186; -27.0737];[43.9389; -39.2694]
1122; 3; 18;[-0.2092; 44.2382];[2.9458; -1.6372];[44.5325; -22.8134]
1123; 3; 19;[-0.2209; 61.7041];[2.8749; -1.0076];[37.3070; -14.3267]
1124; 3; 20;[-0.2032; 59.2047];[1.7846; -30.9819];[37.3703; -30.9526]
1125; 3; 21;[-0.1894; 41.7722];[5.7276; -36.8019];[32.9625; -38.4788]
1126; 3; 22;[-0.1846; 40.5312];[4.8708; -37.1910];[33.5394; -38.2745]
1127; 3; 23;[-0.2162; 40.6465];[6.0457; -36.7805];[41.3407; -42.9174]
1128; 4; 0;[-0.1463; 32.5943];[7.5744; -33.1892];[48.5500; -31.0632]
1129; 4; 1;[-0.1967; 33.7627];[4.7823; -32.6397];[53.9298; -30.6078]
1130; 4; 2;[-0.1939; 37.5959];[4.6616; -32.8028];[45.9788; -32.1765]
1131; 4; 3;[-0.1891; 34.0307];[4.6819; -32.5342];[43.7328; -32.9302]
1132; 4; 4;[-0.1860; 28.1879];[5.4405; -31.5311];[41.9357; -34.1629]
1133; 4; 5;[-0.1876; 25.7486];[6.0129; -31.9124];[46.0165; -30.1536]
1134; 4; 6;[-0.3474; 42.8426];[3.6851; -30.8757];[20.5817; -31.1320]
1135; 4; 7;[-1.0766; 58.6765];[3.2862; -31.5456];[23.5589; -31.3482]
1136; 4; 8;[-2.0332; 52.0128];[2.9170; -31.6116];[21.8098; -31.8098]
1137; 4; 9;[-2.5797; 51.9632];[1.1350; -31.4151];[22.1191; -32.1203]
1138; 4; 10;[-2.9305; 52.2331];[1.0832; -31.0455];[20.6978; -32.5382]
1139; 4; 11;[-3.0551; 38.3811];[1.2253; -19.8161];[42.6258; -37.3342]
1140; 4; 12;[-2.7995; 38.4412];[0.9829; -31.2591];[26.4022; -36.6191]
