ts;dow;hod;broker;ttx-sc;ttx-sd;ttx-uc;ttx-ud;mtx-c;mtx-d;btx-c;btx-d;dtx-c;dtx-d;ctx-c;ctx-d;bce-c;bce-d;bank-c;bank-d;cash
360;6;0;default broker;0,0000;0,0000;15671,6916;-2,4528;0,0000;0,0000;0,0000;-5631,8075;0,0000;-866,5750;0,0000;0,0000;0,0000;0,0000;1,4662;0,0000;9172,3225
360;6;0;CrocodileAgent;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
360;6;0;COLDPower18;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
360;6;0;VidyutVanika;0,0000;-6246,5452;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
360;6;0;Bunnie;0,0000;-12493,0905;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
361;6;1;default broker;0,0000;0,0000;15611,0520;0,0000;0,0000;-541,1052;0,0000;-172,2503;0,0000;-0,0900;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;24069,9290
361;6;1;CrocodileAgent;0,0000;-22242,1357;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;-105,1800;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;-22347,3157
361;6;1;COLDPower18;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
361;6;1;VidyutVanika;0,0000;-9258,5000;0,0000;0,0000;0,5955;-4,1684;7,8265;0,0000;0,0000;-387,5450;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;-15888,3367
361;6;1;Bunnie;0,0000;-300,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;-373,7600;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;-13166,8505
