ts; dow; hod;default broker_mwh; default broker_price ;COLDPower18_mwh; COLDPower18_price ;EWIIS3_mwh; EWIIS3_price ;AgentUDE_mwh; AgentUDE_price ;Bunnie_mwh; Bunnie_price 
398; 2; 14;[0.0000; 0.0000];[0.0000; 0.0000];[0.0000; 0.0000];[47.2041; -78.4345];[8.5106; -32.9567]
399; 2; 15;[-0.1153; 132.7026];[0.0000; 0.0000];[0.0000; 0.0000];[44.7008; -115.8467];[0.0000; 0.0000]
400; 2; 16;[-0.0827; 107.6252];[0.0000; 0.0000];[0.0000; 0.0000];[44.9442; -87.4748];[3.5775; -35.2041]
401; 2; 17;[-0.1044; 63.5725];[0.0000; 0.0000];[0.0000; 0.0000];[46.2414; -57.0220];[6.7742; -35.7000]
402; 2; 18;[-0.1012; 47.2211];[0.0000; 0.0000];[0.0000; 0.0000];[46.3205; -48.4749];[10.8208; -35.4829]
403; 2; 19;[-0.1148; 101.4017];[0.0000; 0.0000];[0.0000; 0.0000];[45.1005; -88.0334];[3.8666; -36.7996]
404; 2; 20;[-0.1167; 45.6382];[0.0000; 0.0000];[0.0000; 0.0000];[41.0682; -48.5840];[22.3288; -40.6122]
405; 2; 21;[-0.1157; 63.8809];[0.0000; 0.0000];[0.0000; 0.0000];[38.3924; -61.7597];[10.5212; -37.4701]
406; 2; 22;[-0.0792; 46.5692];[0.0000; 0.0000];[0.0000; 0.0000];[41.6410; -47.8329];[18.0334; -39.3813]
407; 2; 23;[-0.0907; 64.7934];[0.0000; 0.0000];[0.0000; 0.0000];[16.7220; -136.4162];[22.4375; -22.2756]
408; 3; 0;[-0.1350; 47.9254];[0.0000; 0.0000];[0.0000; 0.0000];[35.3122; -45.3401];[23.7838; -30.0755]
409; 3; 1;[-0.1278; 37.3486];[0.0000; 0.0000];[0.0000; 0.0000];[44.9871; -35.8895];[25.3976; -37.8461]
410; 3; 2;[-0.1365; 47.7761];[0.0000; 0.0000];[0.0000; 0.0000];[30.0305; -45.5346];[22.9416; -31.7582]
411; 3; 3;[-0.1137; 38.8548];[3.3069; -5.0973];[0.0000; 0.0000];[45.6701; -35.1004];[27.4527; -34.8852]
412; 3; 4;[-0.1264; 46.1995];[2.4936; -7.1869];[0.0000; 0.0000];[9.6558; -157.4935];[24.5723; -34.2494]
413; 3; 5;[-0.1249; 45.7551];[2.0699; -33.7226];[0.0000; 0.0000];[26.7577; -41.3592];[28.2043; -36.5430]
414; 3; 6;[-0.1318; 55.8012];[0.0000; 0.0000];[0.0000; 0.0000];[0.5665; -2465.2037];[27.5694; -30.6110]
415; 3; 7;[-0.1315; 56.4629];[0.0000; 0.0000];[0.0000; 0.0000];[45.1386; -52.4367];[14.4832; -30.2087]
416; 3; 8;[-0.1086; 69.8975];[0.0000; 0.0000];[0.0000; 0.0000];[13.2563; -72.4700];[11.8912; -28.8605]
417; 3; 9;[-0.1187; 59.0312];[4.5957; -36.3554];[0.0000; 0.0000];[47.5146; -49.9162];[16.1197; -31.4630]
418; 3; 10;[0.0000; 0.0000];[6.5817; -55.4904];[0.0000; 0.0000];[28.1995; -47.6752];[15.9302; -30.7490]
419; 3; 11;[-0.0871; 58.1474];[3.7225; -33.0401];[0.0000; 0.0000];[47.0942; -47.7364];[14.6389; -32.0573]
420; 3; 12;[-0.0798; 67.7005];[3.3502; -32.9574];[0.0000; 0.0000];[25.7331; -52.2523];[17.9699; -32.7176]
421; 3; 13;[-0.0817; 66.2646];[5.0000; -39.3528];[0.0000; 0.0000];[39.9048; -47.5020];[10.2183; -32.5002]
422; 3; 14;[-0.0683; 49.1027];[6.0377; -47.0441];[0.0000; 0.0000];[47.0538; -44.5051];[18.1778; -33.4400]
423; 3; 15;[0.0000; 0.0000];[5.9340; -62.2416];[0.0000; 0.0000];[-3.1421; -48.6527];[18.6299; -21.6863]
424; 3; 16;[-0.0844; 55.8593];[5.0556; -50.0803];[0.0000; 0.0000];[37.9085; -45.7099];[15.4138; -34.2367]
425; 3; 17;[-0.1239; 49.0329];[5.7565; -50.9778];[0.0000; 0.0000];[20.6308; -49.3418];[23.9144; -32.0193]
426; 3; 18;[-0.0620; 48.7988];[1.7805; -35.0550];[0.0000; 0.0000];[13.1881; -48.8720];[21.5099; -36.8945]
427; 3; 19;[-0.1017; 63.8152];[5.6128; -50.4057];[0.0000; 0.0000];[10.5554; -50.4551];[13.7752; -35.8519]
428; 3; 20;[-0.1156; 47.9295];[0.0000; 0.0000];[0.0000; 0.0000];[0.0000; 0.0000];[39.7649; -41.3010]
429; 3; 21;[-0.1093; 53.5267];[5.4964; -44.6553];[0.0000; 0.0000];[0.0000; 0.0000];[40.0468; -47.0258]
430; 3; 22;[-0.1039; 48.8015];[0.1021; -31.9257];[0.0000; 0.0000];[0.0000; 0.0000];[32.2790; -47.2160]
431; 3; 23;[-0.0929; 48.6759];[5.0000; -47.3379];[0.0000; 0.0000];[0.0449; -48.0047];[31.8598; -43.0352]
432; 4; 0;[-0.0933; 39.3085];[0.9462; -27.0647];[0.0000; 0.0000];[0.1204; -7.9472];[51.1588; -33.9875]
433; 4; 1;[-0.0893; 39.2217];[0.0000; 0.0000];[0.0000; 0.0000];[0.2251; -10.6126];[52.3960; -34.0690]
434; 4; 2;[0.0000; 0.0000];[1.5762; -23.1736];[0.0000; 0.0000];[0.2736; -15.0621];[48.4754; -36.5502]
435; 4; 3;[0.0000; 0.0000];[6.6206; -7.8546];[0.0000; 0.0000];[0.2737; -14.1804];[43.8380; -35.3817]
436; 4; 4;[-0.1184; 31.6861];[3.4267; -4.7701];[0.0000; 0.0000];[0.2738; -15.1647];[45.3797; -35.1513]
437; 4; 5;[-0.1105; 47.4238];[5.3080; -17.4610];[0.0000; 0.0000];[0.3035; -27.2141];[45.6040; -36.1225]
438; 4; 6;[-0.0975; 55.8430];[5.0000; -29.3945];[0.0000; 0.0000];[0.3317; -36.9975];[7.6010; -30.9740]
439; 4; 7;[-0.1224; 52.0559];[5.0506; -48.7308];[0.0000; 0.0000];[0.3317; -36.2937];[13.8927; -29.8171]
440; 4; 8;[-0.1063; 49.7124];[5.0456; -40.8148];[0.0000; 0.0000];[0.3318; -33.7904];[60.3684; -36.0502]
441; 4; 9;[-0.1298; 62.1111];[5.0000; -32.3903];[0.0000; 0.0000];[-0.8916; -13.5224];[15.1939; -18.7628]
442; 4; 10;[-0.0972; 59.1010];[5.0000; -35.9224];[0.0000; 0.0000];[0.3319; -37.5022];[17.1447; -31.0725]
443; 4; 11;[-0.1226; 62.1431];[4.2032; -19.9403];[0.0000; 0.0000];[0.3320; -35.7065];[19.0975; -31.7497]
444; 4; 12;[-0.1001; 53.9794];[1.7607; -32.1030];[0.0000; 0.0000];[0.3324; -36.5077];[20.8486; -32.1000]
445; 4; 13;[-0.1134; 38.8641];[5.3646; -45.1521];[0.0000; 0.0000];[0.3333; -34.8421];[52.8794; -36.1669]
446; 4; 14;[-0.1264; 59.2190];[5.0000; -29.8560];[0.0000; 0.0000];[0.3321; -32.5617];[23.1118; -33.4994]
447; 4; 15;[-0.0968; 52.0394];[5.0000; -50.5536];[0.0000; 0.0000];[0.3345; -32.7856];[27.5848; -33.8811]
448; 4; 16;[-0.1166; 41.5613];[5.2878; -43.5454];[0.0000; 0.0000];[0.3365; -33.9899];[47.7487; -39.7653]
449; 4; 17;[-0.1283; 45.2034];[4.1508; -33.0404];[0.0000; 0.0000];[0.3371; -34.8452];[49.0364; -41.2913]
450; 4; 18;[-0.1146; 43.6172];[5.7393; -22.1419];[0.0000; 0.0000];[-1.0213; -3.8454];[46.0343; -44.3889]
451; 4; 19;[-0.1067; 49.4559];[5.0000; -49.3142];[0.0000; 0.0000];[-0.6085; -4.9631];[42.4779; -41.3836]
452; 4; 20;[-0.1271; 41.5948];[5.0000; -40.6104];[0.0000; 0.0000];[0.3445; -19.6597];[41.1505; -43.9524]
453; 4; 21;[-0.1304; 41.2729];[4.1362; 5.2611];[0.0000; 0.0000];[0.3398; -1.0621];[40.7138; -43.3381]
454; 4; 22;[-0.1216; 35.3527];[2.1280; -10.3546];[0.0000; 0.0000];[-0.1253; -9.7775];[38.8169; -34.6677]
455; 4; 23;[-0.1408; 34.2729];[7.1775; -36.1008];[0.0000; 0.0000];[0.3335; -35.3758];[37.9826; -38.0862]
456; 5; 0;[-0.1391; 32.4401];[0.0000; 0.0000];[0.0000; 0.0000];[0.0877; -35.0310];[52.6583; -32.2717]
457; 5; 1;[-0.1324; 29.1092];[0.0000; 0.0000];[0.0000; 0.0000];[0.0249; -37.0836];[65.5737; -33.0077]
458; 5; 2;[-0.1424; 30.8538];[5.0000; -32.7306];[0.0000; 0.0000];[0.0000; 0.0000];[52.1147; -32.4763]
459; 5; 3;[-0.1212; 34.1309];[1.4187; 25.6655];[0.0000; 0.0000];[0.0000; 0.0000];[66.7382; -33.0400]
460; 5; 4;[-0.1365; 31.2625];[1.2051; 91.6191];[0.0000; 0.0000];[0.0392; -41.0396];[59.7023; -34.1564]
461; 5; 5;[-0.1083; 31.3099];[5.4928; -30.8657];[0.0000; 0.0000];[0.0561; -11.0677];[58.0611; -33.0520]
462; 5; 6;[-0.1163; 31.1582];[5.6864; -37.8296];[0.0000; 0.0000];[0.0000; 0.0000];[52.1496; -35.2810]
463; 5; 7;[-0.1287; 43.8079];[5.6178; -42.5110];[0.0000; 0.0000];[0.0000; 0.0000];[51.7125; -38.9739]
464; 5; 8;[-0.1211; 62.1780];[2.4047; 25.9449];[0.0000; 0.0000];[0.0000; 0.0000];[7.1530; -30.4726]
465; 5; 9;[-0.1206; 51.3625];[5.0000; -43.1617];[0.0000; 0.0000];[0.0000; 0.0000];[14.2545; -30.6762]
466; 5; 10;[-0.1414; 51.3694];[5.0000; -46.0966];[0.0000; 0.0000];[0.0000; 0.0000];[16.3806; -31.3018]
467; 5; 11;[-0.0962; 51.2186];[2.3715; -13.8994];[0.0000; 0.0000];[0.0000; 0.0000];[14.6507; -32.1297]
468; 5; 12;[-0.1267; 38.3231];[2.6442; -34.4190];[0.0000; 0.0000];[0.0000; 0.0000];[46.7134; -39.5001]
469; 5; 13;[-0.1024; 50.9045];[2.5037; -29.3491];[0.0000; 0.0000];[0.0000; 0.0000];[11.8550; -32.9360]
470; 5; 14;[-0.1032; 33.6399];[5.5013; -43.1567];[0.0000; 0.0000];[0.0000; 0.0000];[48.0595; -38.6622]
471; 5; 15;[-0.1343; 33.6398];[5.1549; -45.1574];[0.0000; 0.0000];[0.0000; 0.0000];[48.5147; -40.5371]
472; 5; 16;[-0.1433; 34.9571];[5.0000; -43.2648];[0.0000; 0.0000];[0.0000; 0.0000];[44.3734; -40.5907]
473; 5; 17;[-0.1366; 38.9798];[5.3896; -17.5368];[0.0000; 0.0000];[0.5673; -42.1880];[43.3865; -36.6343]
474; 5; 18;[-0.0625; 38.8463];[1.7839; 55.5654];[0.0000; 0.0000];[0.7428; -41.1135];[41.7582; -41.3436]
475; 5; 19;[-0.1253; 43.6799];[4.9657; -38.8822];[0.0000; 0.0000];[0.7448; -55.5954];[23.5742; -37.1521]
476; 5; 20;[-0.0894; 44.6335];[7.2913; -17.5728];[0.0000; 0.0000];[0.7513; -40.5443];[41.6333; -44.0729]
477; 5; 21;[-0.0898; 36.9881];[3.5184; -13.7512];[0.0000; 0.0000];[0.0449; -556.4159];[38.9314; -36.5851]
478; 5; 22;[-0.1075; 37.8516];[0.6419; -9.5851];[0.0000; 0.0000];[0.7419; -16.1609];[40.8242; -37.3048]
479; 5; 23;[-0.1149; 38.1230];[3.6466; -6.9353];[0.0000; 0.0000];[0.0272; 536.9815];[43.1992; -37.7693]
480; 6; 0;[-0.0710; 35.7726];[6.4026; -19.4751];[0.0000; 0.0000];[0.0130; 262.9180];[54.1232; -30.4816]
481; 6; 1;[-0.1217; 37.3411];[0.0000; 0.0000];[0.0000; 0.0000];[0.0111; 1163.3040];[54.7621; -28.6305]
482; 6; 2;[-0.0698; 28.6668];[5.4227; -14.2451];[0.0000; 0.0000];[0.7519; -19.9957];[63.0884; -21.2852]
483; 6; 3;[-0.1104; 34.8890];[3.5467; 16.1936];[0.0000; 0.0000];[0.0115; 19.4765];[59.6075; -29.3973]
484; 6; 4;[-0.1059; 34.8921];[-0.3577; 537.2121];[0.0000; 0.0000];[-0.0070; 497.5972];[54.3745; -35.8615]
485; 6; 5;[-0.0765; 37.4929];[4.3344; -15.6457];[0.0000; 0.0000];[0.0115; 290.7061];[72.2219; -33.9380]
486; 6; 6;[-0.0823; 36.5876];[3.7248; -11.9753];[0.0000; 0.0000];[-0.1871; -116.0702];[65.2666; -34.5796]
487; 6; 7;[-0.0970; 39.6801];[5.0891; -36.7048];[0.0000; 0.0000];[-1.1560; 0.0000];[66.3074; -37.1688]
488; 6; 8;[-0.1452; 39.3024];[5.9132; -40.5415];[0.0000; 0.0000];[-2.1814; -0.0736];[55.2656; -38.3296]
489; 6; 9;[0.0000; 0.0000];[7.0516; -41.8670];[0.0000; 0.0000];[-3.0169; 2.5598];[8.6710; -17.3951]
490; 6; 10;[0.0000; 0.0000];[5.0000; -39.1678];[0.0000; 0.0000];[0.0000; 0.0000];[44.1543; -40.0947]
491; 6; 11;[-0.1516; 43.0529];[3.3242; -0.2076];[0.0000; 0.0000];[0.0000; 0.0000];[47.3118; -39.5177]
492; 6; 12;[-0.1046; 39.0967];[0.3224; 1.8056];[0.0000; 0.0000];[-3.9180; 17.7701];[50.0535; -39.4578]
493; 6; 13;[-0.0903; 47.0867];[3.9175; -27.7434];[0.0000; 0.0000];[-3.8625; 0.0000];[54.0830; -40.7508]
494; 6; 14;[-0.1384; 36.2256];[5.1082; -32.3425];[0.0000; 0.0000];[-0.9477; 51.6828];[50.6076; -27.8001]
495; 6; 15;[-0.1040; 39.9333];[7.1287; -34.9063];[0.0000; 0.0000];[-3.2607; 35.0988];[55.9664; -33.4702]
496; 6; 16;[-0.1517; 33.0065];[5.2153; -35.8191];[0.0000; 0.0000];[-1.7534; 9.4500];[49.4469; -34.4789]
497; 6; 17;[-0.1068; 39.1291];[5.5972; -15.7589];[0.0000; 0.0000];[-0.4768; -0.2104];[46.1347; -43.6091]
498; 6; 18;[-0.0935; 39.6981];[5.7232; -20.5436];[0.0000; 0.0000];[-0.1238; 6.9045];[44.6263; -36.8702]
499; 6; 19;[-0.0991; 30.2424];[5.0000; -36.6192];[0.0000; 0.0000];[-0.0374; 37.8417];[42.6170; -36.7289]
500; 6; 20;[-0.0888; 30.2084];[7.4133; -27.7299];[0.0000; 0.0000];[0.0228; -9.4500];[36.9849; -31.2476]
501; 6; 21;[-0.0727; 31.2021];[2.0224; 23.9938];[0.0000; 0.0000];[0.0000; 0.0000];[39.8490; -30.0282]
502; 6; 22;[-0.0747; 25.7928];[0.0581; 524.7694];[0.0000; 0.0000];[0.0073; -10.4087];[33.7014; -22.5097]
503; 6; 23;[-0.1011; 31.4416];[1.9433; 4.2025];[0.0000; 0.0000];[0.0808; -19.6868];[34.7200; -35.5306]
504; 7; 0;[-0.1156; 28.3151];[2.9126; -2.5958];[0.0000; 0.0000];[0.0808; -29.8204];[41.0187; -28.2317]
505; 7; 1;[-0.1164; 27.1338];[0.3227; 81.9938];[0.0000; 0.0000];[0.0808; -30.1916];[51.6188; -27.9735]
506; 7; 2;[-0.2403; 26.1252];[5.0000; -24.4847];[0.0000; 0.0000];[0.0808; -26.7275];[46.9075; -21.1037]
507; 7; 3;[-0.1761; 32.4030];[1.1955; 35.6041];[0.0000; 0.0000];[0.0808; -33.7958];[66.8962; -29.6338]
508; 7; 4;[-0.1487; 28.2552];[5.0000; -26.6678];[0.0000; 0.0000];[0.0808; -20.8267];[55.3354; -27.4126]
509; 7; 5;[-0.0829; 31.8705];[5.1690; -19.5787];[0.0000; 0.0000];[0.0704; -33.4014];[56.5517; -28.6518]
510; 7; 6;[-0.0812; 30.6360];[5.5809; -19.5603];[0.0000; 0.0000];[-0.1232; 32.9116];[57.4308; -28.0091]
511; 7; 7;[-0.1026; 39.1817];[5.7213; -39.9848];[0.0000; 0.0000];[-1.1907; 9.4500];[55.9919; -39.0505]
512; 7; 8;[-0.0951; 35.2134];[0.7712; -30.6268];[0.0000; 0.0000];[-2.2352; 9.4500];[48.3652; -36.6297]
513; 7; 9;[-0.0703; 28.3930];[5.0182; -36.3288];[0.0000; 0.0000];[-3.0183; 0.0000];[51.9030; -34.1694]
514; 7; 10;[-0.1098; 31.2368];[6.0656; -39.2948];[0.0000; 0.0000];[-3.5567; 8.9105];[49.2431; -36.5723]
515; 7; 11;[-0.1830; 39.2061];[4.0716; -39.2196];[0.0000; 0.0000];[-3.8807; -0.3694];[46.5921; -41.3284]
516; 7; 12;[-0.1838; 39.8541];[5.8146; -20.7232];[0.0000; 0.0000];[-0.3243; 37.8300];[41.9249; -42.8552]
517; 7; 13;[-0.0927; 38.1399];[6.2056; -15.5503];[0.0000; 0.0000];[-3.5269; 51.2254];[48.6574; -41.0139]
518; 7; 14;[-0.1339; 45.1370];[0.0000; 0.0000];[0.0000; 0.0000];[-2.7543; 39.5599];[12.8769; -33.5847]
519; 7; 15;[-0.1270; 39.5317];[5.0000; -36.7698];[0.0000; 0.0000];[0.0000; 0.0000];[40.9329; -34.0282]
520; 7; 16;[-0.1316; 31.9978];[2.3922; -13.4832];[0.0000; 0.0000];[0.3101; -6.9832];[43.7194; -34.4323]
521; 7; 17;[-0.1149; 32.4011];[7.8174; -18.4144];[0.0000; 0.0000];[1.0355; -4.6966];[46.9574; -37.8721]
522; 7; 18;[-0.1139; 34.3210];[8.0072; -18.9066];[0.0000; 0.0000];[0.8247; -16.3585];[38.6212; -41.9768]
523; 7; 19;[-0.1170; 30.4154];[5.0000; -35.4751];[0.0000; 0.0000];[0.5017; -20.3714];[37.0601; -35.9847]
524; 7; 20;[-0.1123; 38.9182];[9.5556; -22.1144];[0.0000; 0.0000];[1.5368; -5.0358];[34.6000; -30.2795]
525; 7; 21;[-0.0929; 35.8525];[5.0000; -19.1870];[0.0000; 0.0000];[0.2270; 111.5719];[36.0990; -35.4413]
526; 7; 22;[-0.0742; 45.9722];[2.0483; -10.9261];[0.0000; 0.0000];[0.1460; 144.7980];[35.5133; -30.3443]
527; 7; 23;[-0.1132; 41.1822];[5.4649; 0.3691];[0.0000; 0.0000];[0.1179; -73.7393];[41.4909; -30.3286]
528; 1; 0;[-0.1015; 39.4064];[4.9347; -12.9827];[0.0000; 0.0000];[0.1044; 304.9056];[52.0584; -34.2833]
529; 1; 1;[-0.1153; 42.4848];[3.0805; -19.5526];[0.0000; 0.0000];[1.4065; -8.9814];[50.2132; -27.7049]
530; 1; 2;[-0.1364; 41.7026];[5.1266; 4.0370];[0.0000; 0.0000];[0.0544; 709.6116];[45.5179; -29.4646]
531; 1; 3;[-0.1499; 41.6193];[-0.0000; 371052222307914690.0000];[0.0000; 0.0000];[0.0836; 365.9900];[63.2370; -29.5788]
532; 1; 4;[-0.1397; 40.5395];[3.1118; 22.9605];[0.0000; 0.0000];[0.0779; 600.8315];[46.8732; -34.8193]
533; 1; 5;[-0.1628; 48.2379];[0.8019; 84.9387];[0.0000; 0.0000];[0.1237; 379.0384];[46.4713; -32.8733]
534; 1; 6;[-0.1546; 42.7964];[5.0291; -19.3455];[0.0000; 0.0000];[0.6235; 19.0628];[43.7450; -33.2288]
535; 1; 7;[-0.1525; 39.5029];[5.0000; -38.2440];[0.0000; 0.0000];[0.0000; 0.0000];[55.0015; -34.6433]
536; 1; 8;[-0.2112; 51.8355];[5.4145; -37.1320];[0.0000; 0.0000];[-1.0015; 46.9451];[44.9769; -36.6140]
537; 1; 9;[-0.3315; 49.9922];[4.6449; -9.3197];[0.0000; 0.0000];[-1.3264; 44.9881];[43.2763; -37.8603]
538; 1; 10;[-0.1280; 48.1289];[6.1953; -3.5136];[0.0000; 0.0000];[-1.6534; 52.7671];[43.3872; -38.6403]
539; 1; 11;[-0.2202; 47.8102];[0.0304; 7001.2788];[0.0000; 0.0000];[0.0000; 0.0000];[50.7740; -38.6670]
540; 1; 12;[-0.2103; 42.4575];[0.0000; 0.0000];[0.0000; 0.0000];[-1.9957; 48.3542];[45.7591; -39.5249]
541; 1; 13;[-0.2541; 45.0187];[4.0174; -19.7460];[0.0000; 0.0000];[0.0000; 0.0000];[45.8667; -39.2323]
542; 1; 14;[-0.1925; 42.3041];[9.2755; -10.1023];[0.0000; 0.0000];[-0.4976; 48.8761];[44.3642; -39.2376]
543; 1; 15;[-0.1342; 44.6841];[3.8914; -2.4561];[0.0000; 0.0000];[-0.8553; 19.8874];[41.9889; -41.4779]
544; 1; 16;[-0.1707; 44.2912];[3.8865; -14.8815];[0.0000; 0.0000];[-0.9568; 29.8539];[40.3131; -42.2945]
545; 1; 17;[-0.1850; 46.2368];[3.1703; -14.8950];[0.0000; 0.0000];[-0.3122; 66.6056];[39.7609; -33.0798]
546; 1; 18;[-0.1883; 51.4745];[5.8263; -20.1059];[0.0000; 0.0000];[-0.2912; 68.5413];[40.1981; -43.7636]
547; 1; 19;[-0.2061; 50.1883];[0.0000; 0.0000];[0.0000; 0.0000];[0.1072; -34.9690];[40.9703; -38.1905]
548; 1; 20;[-0.1374; 46.7379];[6.2604; -19.1209];[0.0000; 0.0000];[-0.1420; 68.9167];[41.8137; -40.8805]
549; 1; 21;[-0.1694; 55.2730];[3.8597; -19.1403];[0.0000; 0.0000];[-0.1552; 130.2477];[38.1433; -45.6376]
550; 1; 22;[-0.1669; 38.2196];[2.0133; -19.1759];[0.0000; 0.0000];[-0.0295; 70.6982];[36.7316; -33.8124]
551; 1; 23;[-0.1200; 44.6220];[7.1834; -17.6700];[0.0000; 0.0000];[-0.0576; -13.6029];[34.8996; -40.2175]
552; 2; 0;[-0.1439; 33.8732];[3.7017; -19.9957];[0.0000; 0.0000];[0.2330; -4.7521];[53.9171; -26.7849]
553; 2; 1;[-0.1447; 40.9450];[2.7332; -17.1580];[0.0000; 0.0000];[-0.0162; -1.1768];[46.3334; -32.2902]
554; 2; 2;[-0.1591; 42.0637];[1.8940; 5.6091];[0.0000; 0.0000];[0.1697; -17.2228];[51.9259; -34.4942]
555; 2; 3;[-0.1782; 31.0292];[2.9171; -3.8487];[0.0000; 0.0000];[0.0961; -9.7657];[47.3076; -27.2564]
556; 2; 4;[-0.1509; 36.3101];[-1.9057; 86.9518];[0.0000; 0.0000];[0.0872; 5.8136];[50.4810; -28.9347]
557; 2; 5;[-0.1482; 38.2673];[4.4786; 3.6875];[0.0000; 0.0000];[0.0429; 28.3831];[49.7902; -33.6652]
558; 2; 6;[-0.1482; 49.0265];[2.6107; 15.5375];[0.0000; 0.0000];[-0.1742; 38.6368];[56.2613; -36.5570]
559; 2; 7;[-0.1321; 37.8436];[0.0000; 0.0000];[0.0000; 0.0000];[-1.1569; 53.0264];[50.2936; -37.9843]
560; 2; 8;[-0.1985; 54.7304];[0.0000; 0.0000];[0.0000; 0.0000];[-1.8993; 28.5248];[16.9395; -32.1430]
561; 2; 9;[-0.1639; 41.3091];[1.9692; 52.9156];[0.0000; 0.0000];[0.0000; 0.0000];[53.5050; -36.7356]
562; 2; 10;[-0.1708; 53.2442];[0.0000; 0.0000];[0.0000; 0.0000];[-1.6396; 51.2580];[13.1947; -33.0383]
563; 2; 11;[-0.1024; 41.5927];[-1.0745; 175.3274];[0.0000; 0.0000];[0.0000; 0.0000];[48.0574; -37.0698]
564; 2; 12;[-0.0931; 54.1613];[0.0000; 0.0000];[0.0000; 0.0000];[-1.1767; 65.1891];[46.9801; -40.8468]
565; 2; 13;[0.0000; 0.0000];[0.0000; 0.0000];[0.0000; 0.0000];[-0.8141; -1.4885];[15.6274; -27.2847]
566; 2; 14;[-0.2872; 6.7199];[1.9677; 36.4283];[0.0000; 0.0000];[0.0000; 0.0000];[46.1354; -38.2005]
567; 2; 15;[-0.3350; 11.2560];[5.4206; -6.3431];[0.0000; 0.0000];[0.0000; 0.0000];[48.1228; -36.0936]
568; 2; 16;[-0.1729; 19.8450];[3.0386; -4.2513];[0.0000; 0.0000];[0.6491; -33.2216];[49.6089; -38.9321]
569; 2; 17;[-0.2274; 34.1824];[0.0000; 0.0000];[0.0000; 0.0000];[1.0411; -52.5001];[52.1050; -38.2470]
570; 2; 18;[-0.1360; 53.1677];[2.7274; 13.9418];[0.0000; 0.0000];[1.4906; -38.9210];[54.5506; -39.1319]
571; 2; 19;[-0.1308; 64.4381];[0.0000; 0.0000];[0.0000; 0.0000];[0.3995; 7.2502];[15.6378; -35.5555]
572; 2; 20;[-0.0900; 44.4357];[2.3369; -18.5088];[0.0000; 0.0000];[0.4050; 40.5768];[40.3083; -44.3774]
573; 2; 21;[-0.1565; 50.5755];[2.9012; -18.7332];[0.0000; 0.0000];[0.3948; 6.2220];[41.5306; -39.9905]
574; 2; 22;[-0.0565; 37.2615];[2.0133; -19.4798];[0.0000; 0.0000];[0.0832; 317.3808];[39.9697; -41.0316]
575; 2; 23;[-0.1278; 36.7575];[4.5028; -19.9957];[0.0000; 0.0000];[0.0526; 156.7882];[43.1855; -33.3429]
576; 3; 0;[-0.1788; 36.3695];[0.0000; 0.0000];[0.0000; 0.0000];[0.0335; 432.1893];[51.7530; -35.2777]
577; 3; 1;[-0.1694; 39.1470];[1.9252; -19.0370];[0.0000; 0.0000];[0.0317; 837.4787];[47.1120; -31.3353]
578; 3; 2;[-0.1578; 37.1113];[2.4586; 7.5321];[0.0000; 0.0000];[0.0317; 635.6791];[48.1635; -31.9453]
579; 3; 3;[-0.1107; 44.8069];[0.0000; 0.0000];[0.0000; 0.0000];[0.0452; 147.4321];[59.8059; -36.2120]
580; 3; 4;[-0.1371; 32.8320];[0.3840; 224.4928];[0.0000; 0.0000];[0.0944; 96.2576];[57.9174; -32.1086]
581; 3; 5;[-0.1454; 53.0504];[0.0000; 0.0000];[0.0000; 0.0000];[0.0452; 248.0018];[10.1962; -29.7748]
582; 3; 6;[-0.1594; 49.7979];[0.0000; 0.0000];[0.0000; 0.0000];[0.0504; 480.9159];[9.2196; -29.9215]
583; 3; 7;[-0.3283; 39.9231];[0.0000; 0.0000];[0.0000; 0.0000];[-0.0516; 614.1497];[8.4839; -30.0576]
584; 3; 8;[-0.2600; 61.0801];[0.0000; 0.0000];[0.0000; 0.0000];[-0.1992; 127.2063];[9.0189; -30.3161]
585; 3; 9;[-0.4562; 49.8959];[0.0000; 0.0000];[0.0000; 0.0000];[-0.2986; 221.7171];[5.8535; -31.1867]
586; 3; 10;[-0.5207; 65.4669];[0.0000; 0.0000];[0.0000; 0.0000];[-0.3924; 101.1721];[4.4410; -31.6972]
587; 3; 11;[-0.5999; 6.4357];[0.0000; 0.0000];[0.0000; 0.0000];[0.0000; 0.0000];[4.9664; -31.9083]
588; 3; 12;[-0.4597; 25.4719];[0.0000; 0.0000];[0.0000; 0.0000];[-0.4544; 124.1615];[4.1588; -32.1615]
589; 3; 13;[-0.4366; 50.7162];[0.0000; 0.0000];[0.0000; 0.0000];[0.0000; 0.0000];[50.2743; -42.3461]
590; 3; 14;[-0.1408; 48.3007];[0.0000; 0.0000];[0.0000; 0.0000];[0.0000; 0.0000];[43.8725; -41.9967]
591; 3; 15;[-0.2304; 85.0197];[0.0000; 0.0000];[0.0000; 0.0000];[-0.0273; 74.5254];[2.4952; -33.9272]
592; 3; 16;[-0.1247; 68.0880];[0.0000; 0.0000];[0.0000; 0.0000];[0.0770; -56.3948];[2.3621; -34.2262]
593; 3; 17;[-0.1482; 90.8554];[0.0000; 0.0000];[0.0000; 0.0000];[0.0000; 0.0000];[1.9835; -34.6528]
594; 3; 18;[-0.1055; 92.3742];[0.0000; 0.0000];[0.0000; 0.0000];[0.0000; 0.0000];[5.4354; -36.0155]
