ts;dow;hod;broker;ttx-sc;ttx-sd;ttx-uc;ttx-ud;mtx-c;mtx-d;btx-c;btx-d;dtx-c;dtx-d;ctx-c;ctx-d;bce-c;bce-d;bank-c;bank-d;cash
360;1;0;default broker;0,0000;0,0000;18810,8492;-2,9632;0,0000;0,0000;0,0000;-6991,9906;0,0000;-866,5450;0,0000;0,0000;0,0000;0,0000;1,7182;0,0000;10951,0686
360;1;0;CrocodileAgent;0,0000;-3839,2065;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
360;1;0;SPOT;0,0000;-15356,8260;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
360;1;0;COLDPower18;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
360;1;0;EWIIS3;0,0000;-15356,8260;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
360;1;0;VidyutVanika;0,0000;-7678,4130;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
360;1;0;AgentUDE;0,0000;-15356,8260;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
360;1;0;Bunnie;0,0000;-15356,8260;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
361;1;1;default broker;0,0000;0,0000;17724,1220;-1,9509;0,0000;-1016,0567;5,5462;0,0000;0,0000;-0,0450;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;27662,6843
361;1;1;CrocodileAgent;0,0000;-19198,0325;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0600;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;-23037,2990
361;1;1;SPOT;0,0000;0,0000;0,0000;0,0000;0,0000;-89,0265;32,5340;0,0000;0,0000;-2,3950;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;-15415,7134
361;1;1;COLDPower18;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
361;1;1;EWIIS3;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;-4,0950;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;-15360,9210
361;1;1;VidyutVanika;0,0000;-76,0000;0,0000;0,0000;1,1356;-5,3943;1,5563;0,0000;0,0000;-111,7800;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;-7868,8954
361;1;1;AgentUDE;0,0000;-10,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;-272,9800;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;-15639,8060
361;1;1;Bunnie;0,0000;-300,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;-475,1900;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;-16132,0160
362;1;2;default broker;0,0000;0,0000;0,0000;0,0000;0,0000;-1036,4711;2659,5283;0,0000;0,0000;-0,0450;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;29285,6964
362;1;2;CrocodileAgent;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0600;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;-23037,3590
362;1;2;SPOT;1,5200;0,0000;19,3952;0,0000;0,0000;-93,3016;219,1781;0,0000;0,0000;-2,3950;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;-15271,3167
