game;timeslot;broker;netDemand;mktQty;mktCost;imbalance;imbalanceCost;mktImbCost;estCost
PowerTAC_2018_Finals_109;360;CrocodileAgent;0.000;0.000;0.000;0.000;0.000;0.000;0.000
PowerTAC_2018_Finals_109;360;COLDPower18;0.000;0.000;0.000;0.000;0.000;0.000;0.000
PowerTAC_2018_Finals_109;360;Bunnie;0.000;0.000;0.000;0.000;0.000;0.000;0.000
PowerTAC_2018_Finals_109;360;VidyutVanika;0.000;0.000;0.000;0.000;0.000;0.000;0.000
PowerTAC_2018_Finals_109;360;default broker;-31098.103;0.000;0.000;-31098.103;-5631.808;-0.000;-0.000
PowerTAC_2018_Finals_109;361;CrocodileAgent;0.000;0.000;0.000;0.000;0.000;0.000;0.000
PowerTAC_2018_Finals_109;361;COLDPower18;0.000;0.000;0.000;0.000;0.000;0.000;0.000
PowerTAC_2018_Finals_109;361;Bunnie;0.000;0.000;0.000;0.000;0.000;0.000;0.000
PowerTAC_2018_Finals_109;361;VidyutVanika;0.000;180.000;-4.764;180.000;7.826;3.546;0.000
PowerTAC_2018_Finals_109;361;default broker;-31222.104;27260.537;-541.105;-3961.567;-172.250;-78.038;-0.000
PowerTAC_2018_Finals_109;362;CrocodileAgent;-8573.454;0.000;0.000;-8573.454;-533.947;-217.729;-217.729
PowerTAC_2018_Finals_109;362;COLDPower18;0.000;0.000;0.000;0.000;0.000;0.000;0.000
PowerTAC_2018_Finals_109;362;Bunnie;-22778.483;0.000;0.000;-22778.483;-1418.625;-578.476;-578.476
PowerTAC_2018_Finals_109;362;VidyutVanika;-25013.192;11939.687;-319.211;-13073.505;-814.207;-332.011;-332.011
PowerTAC_2018_Finals_109;362;default broker;0.000;33375.360;-681.078;33375.360;2078.589;847.592;0.000
PowerTAC_2018_Finals_109;363;CrocodileAgent;-6384.804;5057.397;-151.556;-1327.407;7.862;0.779;-38.903
PowerTAC_2018_Finals_109;363;COLDPower18;0.000;0.000;0.000;0.000;0.000;-0.000;0.000
