ts;dow;hod;broker;ttx-sc;ttx-sd;ttx-uc;ttx-ud;mtx-c;mtx-d;btx-c;btx-d;dtx-c;dtx-d;ctx-c;ctx-d;bce-c;bce-d;bank-c;bank-d;cash
360;4;0;default broker;0,0000;0,0000;18156,4502;-2,5605;0,0000;0,0000;0,0000;-6708,6240;0,0000;-866,5600;0,0000;0,0000;0,0000;0,0000;1,2394;0,0000;10579,9451
360;4;0;CrocodileAgent;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
360;4;0;COLDPower18;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
360;4;0;EWIIS3;0,0000;-15297,4290;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
360;4;0;Bunnie;0,0000;-15297,4290;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
361;4;1;default broker;0,0000;0,0000;18195,7797;-2,5373;0,0000;-1288,0298;0,0000;-112,6898;0,0000;-106,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;27266,4679
361;4;1;CrocodileAgent;0,0000;-22946,1435;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;-22946,1435
361;4;1;COLDPower18;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
361;4;1;EWIIS3;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;-11,3550;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;-15308,7840
361;4;1;Bunnie;0,0000;-300,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;-749,2050;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;-16346,6340
362;4;2;default broker;0,0000;0,0000;0,0000;-2,1343;3,7789;0,0000;6,7492;0,0000;0,0000;-106,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;27168,8617
362;4;2;CrocodileAgent;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;-22946,1435
362;4;2;COLDPower18;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
362;4;2;EWIIS3;28,8562;0,0000;2231,6883;0,0000;0,0000;-656,5667;1071,3466;0,0000;0,0000;-11,3550;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;-12644,8146
362;4;2;Bunnie;0,0000;0,0000;6096,6992;-2,1343;2,0431;0,0000;0,0000;-4465,9666;0,0000;-749,2050;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;-15465,1976
363;4;3;default broker;0,0000;0,0000;0,0000;-2,3952;4,7927;0,0000;7,1295;0,0000;0,0000;-106,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;27072,3887
363;4;3;CrocodileAgent;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;-22946,1435
363;4;3;COLDPower18;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
363;4;3;EWIIS3;28,8562;0,0000;2123,8784;0,0000;0,0000;-754,1212;1342,7405;0,0000;0,0000;-11,3550;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;-9914,8157
363;4;3;Bunnie;0,0000;0,0000;6862,4202;-2,3952;3,9725;0,0000;0,0000;-5244,9318;0,0000;-749,2050;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;-14595,3369
364;4;4;default broker;0,0000;0,0000;0,0000;-1,8501;3,1645;0,0000;2,6589;0,0000;0,0000;-106,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;26970,3620
364;4;4;CrocodileAgent;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;-22946,1435
364;4;4;COLDPower18;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
364;4;4;EWIIS3;28,8562;0,0000;2283,6682;0,0000;177,5741;-590,1815;0,0000;-28,5279;0,0000;-11,3550;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;-8054,7816
364;4;4;Bunnie;0,0000;0,0000;7503,9754;-1,8501;1,7269;-1458,2188;0,0000;-785,8105;0,0000;-749,2050;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;-10084,7189
365;4;5;default broker;0,0000;0,0000;0,0000;-1,9459;1,6294;0,0000;0,1288;0,0000;0,0000;-106,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;26864,1743
365;4;5;CrocodileAgent;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;-22946,1435
365;4;5;COLDPower18;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
365;4;5;EWIIS3;28,8562;-15297,4290;2787,2605;0,0000;76,8223;-476,8022;0,0000;-5,8244;0,0000;-11,3550;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;-5655,8241
365;4;5;Bunnie;0,0000;0,0000;6224,4967;-1,9459;1,0786;-1526,3948;13,4191;0,0000;0,0000;-749,2050;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;-6123,2703
366;4;6;default broker;0,0000;0,0000;0,0000;-3,5603;621,6713;-1824,2687;12,5081;0,0000;0,0000;-106,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;25564,5247
366;4;6;CrocodileAgent;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;-22946,1435
366;4;6;COLDPower18;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
366;4;6;EWIIS3;28,8562;0,0000;3178,2117;0,0000;42,4090;-503,4415;324,7419;0,0000;0,0000;-11,3550;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;-17893,8308
366;4;6;Bunnie;0,0000;0,0000;7846,6125;-1,6129;1,2984;-223,9776;0,0000;-2970,5210;0,0000;-749,2050;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;-2220,6758
367;4;7;default broker;0,0000;0,0000;0,0000;-3,9751;11,5781;0,0000;0,0000;-32,5700;0,0000;-103,3800;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;25436,1777
367;4;7;CrocodileAgent;0,0000;-0,5000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;-2,2050;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;-22948,8485
367;4;7;COLDPower18;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
367;4;7;EWIIS3;28,8562;0,0000;3747,8715;0,0000;14,4757;-1052,6167;0,0000;-187,8986;0,0000;-3,6050;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;-15346,7477
367;4;7;Bunnie;65,0000;0,0000;7727,2506;-2,0909;1,5151;-54,5832;0,0000;-8057,5286;0,0000;-757,3700;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;-3298,4828
368;4;8;default broker;0,0000;0,0000;0,0000;-3,4050;17,9139;-1,4327;0,0000;-103,2649;0,0000;-103,3800;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;25242,6091
368;4;8;CrocodileAgent;0,0000;0,0000;0,0000;-0,0025;0,0000;0,0000;0,0392;0,0000;0,0000;-2,2050;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;-22951,0168
368;4;8;COLDPower18;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
368;4;8;EWIIS3;8,3125;0,0000;4373,2821;0,0000;0,0000;-971,9473;0,0000;-549,4352;0,0000;-3,6050;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;-12490,1406
368;4;8;Bunnie;0,0000;0,0000;6753,4435;-0,0024;0,0000;-203,1705;0,0000;-6346,7726;0,0000;-757,3700;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;-3852,3548
369;4;9;default broker;0,0000;0,0000;0,0000;-7,5212;44,2706;-0,8994;0,0000;-134,4931;0,0000;-103,3800;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;25040,5860
369;4;9;CrocodileAgent;0,0000;0,0000;0,0000;-0,0066;0,0000;0,0000;0,1204;0,0000;0,0000;-2,2050;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;-22953,1079
369;4;9;COLDPower18;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
369;4;9;EWIIS3;8,3125;0,0000;4052,1931;0,0000;0,0000;0,0000;0,0000;-4124,9811;0,0000;-3,6050;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;-12558,2211
369;4;9;Bunnie;0,0000;0,0000;6104,8935;-0,0065;0,9433;-262,2055;0,0000;-6362,7289;0,0000;-757,3700;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;-5128,8290
370;4;10;default broker;0,0000;0,0000;0,4984;-36,1720;99,7612;0,0000;0,0000;-11,2707;0,0000;-103,3800;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;24990,0229
370;4;10;CrocodileAgent;0,0000;0,0000;0,0000;-0,0595;0,0000;0,0000;0,8195;0,0000;0,0000;-2,2050;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;-22954,5530
370;4;10;COLDPower18;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
370;4;10;EWIIS3;8,3125;0,0000;3992,0470;0,0000;33,8779;-1467,8239;173,2054;0,0000;0,0000;-3,6050;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;-9822,2072
370;4;10;Bunnie;0,0000;0,0000;7978,1938;-0,0588;0,0000;-425,5462;0,0000;-2877,4353;0,0000;-757,3700;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;-1211,0455
371;4;11;default broker;0,0000;0,0000;0,2379;-40,2744;102,3371;0,0000;7,1368;0,0000;0,0000;-103,3800;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;24956,0803
371;4;11;CrocodileAgent;0,0000;0,0000;0,0000;-1,1738;0,0000;0,0000;16,2445;0,0000;0,0000;-2,2050;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;-22941,6873
371;4;11;COLDPower18;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
371;4;11;EWIIS3;8,3125;0,0000;3831,9236;0,0000;0,0000;-1059,2644;254,6978;0,0000;0,0000;-3,6050;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;-6790,1428
371;4;11;Bunnie;0,0000;0,0000;7500,1954;-1,2822;0,7571;-340,6874;0,0000;-3308,5078;0,0000;-757,3700;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1882,0597
372;4;12;default broker;0,0000;0,0000;0,0000;-41,8985;73,9875;0,0000;38,3938;0,0000;0,0000;-103,3800;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;24923,1831
372;4;12;CrocodileAgent;0,0000;0,0000;0,0000;-0,0511;0,0000;0,0000;1,0029;0,0000;0,0000;-2,2050;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;-22942,9405
372;4;12;COLDPower18;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
372;4;12;EWIIS3;8,3125;0,0000;3802,2461;0,0000;0,0000;0,0000;0,0000;-4138,2820;0,0000;-3,6050;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;-7121,4712
372;4;12;Bunnie;0,0000;0,0000;7093,0778;-0,0505;0,0000;-450,6601;0,0000;-3386,7739;0,0000;-757,3700;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;4380,2830
373;4;13;default broker;0,0000;0,0000;0,0000;-39,3961;107,2295;0,0000;48,0280;0,0000;0,0000;-99,1450;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;24939,8995
373;4;13;CrocodileAgent;5,0000;-3,5000;0,0000;-2,5091;0,0000;0,0000;52,8453;0,0000;0,0000;-6,3600;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;-22897,4642
373;4;13;COLDPower18;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
373;4;13;EWIIS3;8,3125;0,0000;3964,7562;0,0000;0,0000;-182,4063;0,0000;-3768,0261;0,0000;-7,8250;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;-7106,6599
373;4;13;Bunnie;0,0000;0,0000;7256,7721;-2,7498;0,7763;-410,9582;0,0000;-4428,6899;0,0000;-753,2300;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;6042,2035
374;4;14;default broker;0,0000;0,0000;0,0000;-34,3090;79,5912;0,0000;38,5439;0,0000;0,0000;-99,1450;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;24924,5806
374;4;14;CrocodileAgent;0,0000;0,0000;0,8116;-0,0328;0,0000;0,0000;0,0326;0,0000;0,0000;-6,3600;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;-22903,0128
374;4;14;COLDPower18;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
374;4;14;EWIIS3;19,3562;0,0000;4539,0960;0,0000;0,0000;-1617,6402;726,7832;0,0000;0,0000;-7,8250;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;-3446,8896
374;4;14;Bunnie;0,0000;0,0000;6875,2964;-3,5607;0,0000;-790,0893;0,0000;-1044,0089;0,0000;-753,2300;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;10326,6110
375;4;15;default broker;0,0000;0,0000;0,0000;-26,5292;64,0383;-0,6750;14,8794;0,0000;0,0000;-99,1450;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;24877,1490
375;4;15;CrocodileAgent;0,0000;0,0000;0,0672;-0,0397;0,0000;0,0000;0,3975;0,0000;0,0000;-6,3600;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;-22908,9478
375;4;15;COLDPower18;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
375;4;15;EWIIS3;19,3562;0,0000;4582,1830;0,0000;0,0000;-860,6603;623,0566;0,0000;0,0000;-7,8250;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;909,2209
375;4;15;Bunnie;0,0000;0,0000;8752,4541;-3,1648;333,8711;-2003,1993;0,0000;-701,3291;0,0000;-753,2300;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;15952,0131
376;4;16;default broker;0,0000;0,0000;0,0000;-15,0444;34,9238;-0,9034;20,0976;0,0000;0,0000;-99,1450;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;24817,0776
376;4;16;CrocodileAgent;0,0000;0,0000;0,0000;-0,0125;0,0000;0,0000;0,1450;0,0000;0,0000;-6,3600;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;-22915,1753
376;4;16;COLDPower18;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
376;4;16;EWIIS3;19,3562;0,0000;4615,8272;0,0000;149,1409;-1679,3564;660,8385;0,0000;0,0000;-7,8250;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;4667,2023
376;4;16;Bunnie;0,0000;0,0000;8386,0638;-2,9328;0,0000;-1132,8970;0,0000;-1059,8117;0,0000;-753,2300;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;21389,2053
377;4;17;default broker;0,0000;0,0000;0,0000;-5,3728;7,9260;-1,2582;52,8950;0,0000;0,0000;-99,1450;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;24772,1226
377;4;17;CrocodileAgent;0,0000;0,0000;1,1082;-0,0015;0,0000;0,0000;0,0000;-0,3888;0,0000;-6,3600;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;-22920,8174
377;4;17;COLDPower18;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
377;4;17;EWIIS3;19,3562;0,0000;4401,0733;0,0000;0,0000;0,0000;0,0000;-5227,2359;0,0000;-7,8250;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;3852,5709
377;4;17;Bunnie;0,0000;0,0000;8014,6346;-3,3411;0,0000;-720,3932;0,0000;-3704,8891;0,0000;-753,2300;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;24221,9864
378;4;18;default broker;0,0000;0,0000;0,0000;-2,8545;5,7868;-0,5282;0,0000;-0,3133;0,0000;-99,1450;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;24675,0683
