ts;pPlus;pMinus;totalImbalance;rmBase;rmActual;default broker;netLoad;regOffered;regUsed;baseCost;p1;p2;CrocodileAgent;netLoad;regOffered;regUsed;baseCost;p1;p2;COLDPower18;netLoad;regOffered;regUsed;baseCost;p1;p2;EWIIS3;netLoad;regOffered;regUsed;baseCost;p1;p2;Bunnie;netLoad;regOffered;regUsed;baseCost;p1;p2
362;0,0600;-0,0132;-35473,1095;3387,8708;3387,8708;default broker;70,6683;0,0000;0,0000;6,7492;6,7492;-0,0000;CrocodileAgent;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000;COLDPower18;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000;EWIIS3;11217,6641;0,0000;0,0000;1071,3466;1071,3466;-0,0000;Bunnie;-46761,4419;0,0000;0,0000;-4465,9666;-4465,9666;-0,0000
