game;timeslot;broker;netDemand;mktQty;mktCost;imbalance;imbalanceCost;mktImbCost;estCost
PowerTAC_2018_Finals_245;412;default broker;198.180;-84.201;-3.325;113.979;-0.948;-0.634;0.000
PowerTAC_2018_Finals_245;413;CrocodileAgent;-6716.080;6775.790;-251.461;59.710;7.978;2.552;0.000
PowerTAC_2018_Finals_245;413;Bunnie;-48288.886;17385.537;-512.473;-30903.349;-4128.880;-1320.990;-1320.990
PowerTAC_2018_Finals_245;413;default broker;203.530;-94.749;-4.492;108.781;14.534;4.650;0.000
PowerTAC_2018_Finals_245;414;CrocodileAgent;-6369.720;6767.349;-199.009;397.629;61.528;18.572;0.000
PowerTAC_2018_Finals_245;414;Bunnie;-57709.297;14083.822;-434.781;-43625.475;-6750.503;-2037.578;-2037.578
PowerTAC_2018_Finals_245;414;default broker;429.810;-130.659;-7.952;299.151;46.290;13.972;0.000
PowerTAC_2018_Finals_245;415;CrocodileAgent;-5907.000;6059.363;-183.977;152.363;38.944;15.642;0.000
PowerTAC_2018_Finals_245;415;Bunnie;-59147.192;18278.321;-558.138;-40868.870;-10446.028;-4195.788;-4195.788
PowerTAC_2018_Finals_245;415;default broker;1509.910;-269.123;-29.459;1240.787;317.144;127.385;0.000
PowerTAC_2018_Finals_245;416;CrocodileAgent;-5461.829;5135.490;-156.930;-326.339;-53.687;-19.997;-16.066
PowerTAC_2018_Finals_245;416;Bunnie;-64831.584;18431.197;-567.115;-46400.388;-7633.440;-2843.248;-2843.248
PowerTAC_2018_Finals_245;416;default broker;809.200;-439.941;-24.610;369.259;60.748;22.627;0.000
PowerTAC_2018_Finals_245;417;CrocodileAgent;-5615.570;4703.659;-144.667;-911.911;-238.460;-92.111;-81.031
PowerTAC_2018_Finals_245;417;Bunnie;-63882.846;15594.183;-489.637;-48288.663;-12627.252;-4877.575;-4877.575
PowerTAC_2018_Finals_245;417;default broker;3077.860;-2112.467;-214.108;965.393;252.446;97.513;0.000
PowerTAC_2018_Finals_245;418;CrocodileAgent;-5654.927;4164.184;-127.224;-1490.744;-236.648;-88.517;-70.534
PowerTAC_2018_Finals_245;418;Bunnie;-58386.976;13942.595;-440.444;-44444.381;-7055.335;-2639.013;-2639.013
PowerTAC_2018_Finals_245;418;default broker;3679.170;-2449.957;-129.004;1229.213;195.132;72.988;0.000
PowerTAC_2018_Finals_245;419;CrocodileAgent;-5212.184;3827.790;-120.030;-1384.394;-275.372;-108.329;-91.753
PowerTAC_2018_Finals_245;419;Bunnie;-54266.781;12675.895;-405.656;-41590.887;-8272.923;-3254.486;-3254.486
PowerTAC_2018_Finals_245;419;default broker;4001.684;-667.742;-50.135;3333.941;663.161;260.881;0.000
PowerTAC_2018_Finals_245;420;CrocodileAgent;-5931.018;2443.838;-77.388;-3487.180;-729.991;-287.032;-244.624
PowerTAC_2018_Finals_245;420;Bunnie;-51720.758;11211.292;-362.079;-40509.465;-8480.071;-3334.362;-3334.362
PowerTAC_2018_Finals_245;420;default broker;3845.322;-689.400;-52.160;3155.922;660.647;259.766;0.000
PowerTAC_2018_Finals_245;421;CrocodileAgent;-2895.177;2721.491;-86.181;-173.686;-27.444;-10.612;-8.536
PowerTAC_2018_Finals_245;421;Bunnie;-57738.689;14566.047;-477.315;-43172.642;-6821.747;-2637.747;-2637.747
PowerTAC_2018_Finals_245;421;default broker;3909.480;-624.940;-33.443;3284.540;518.993;200.678;0.000
PowerTAC_2018_Finals_245;422;CrocodileAgent;-4481.226;0.000;0.000;-4481.226;-597.344;-199.340;-199.340
PowerTAC_2018_Finals_245;422;Bunnie;-45545.278;20068.414;-666.841;-25476.864;-3396.049;-1133.299;-1133.299
PowerTAC_2018_Finals_245;422;default broker;3434.780;-534.198;-27.695;2900.582;386.646;129.028;0.000
PowerTAC_2018_Finals_245;423;CrocodileAgent;-4597.974;3361.376;-18.306;-1236.598;-144.158;-56.862;-56.862
PowerTAC_2018_Finals_245;423;Bunnie;-56251.611;49850.524;-2143.150;-6401.087;-746.213;-294.338;-294.338
PowerTAC_2018_Finals_245;423;default broker;2548.926;-1475.221;-58.221;1073.705;125.168;49.372;0.000
PowerTAC_2018_Finals_245;424;CrocodileAgent;-3647.255;9060.035;-319.044;5412.780;1.003;-105.752;0.000
PowerTAC_2018_Finals_245;424;Bunnie;-56846.317;50777.234;-2472.923;-6069.083;-1.124;118.574;-266.678
PowerTAC_2018_Finals_245;424;default broker;1233.730;-275.666;-11.113;958.064;0.177;-18.718;0.000
PowerTAC_2018_Finals_245;425;CrocodileAgent;-3736.078;0.000;0.000;-3736.078;-646.664;-235.238;-235.238
PowerTAC_2018_Finals_245;425;Bunnie;-51957.851;32132.642;-1228.377;-19825.208;-3431.473;-1248.274;-1248.274
PowerTAC_2018_Finals_245;425;default broker;199.410;-142.026;-7.622;57.384;9.932;3.613;0.000
PowerTAC_2018_Finals_245;426;CrocodileAgent;-3434.982;7677.173;-268.890;4242.190;434.389;180.521;0.000
PowerTAC_2018_Finals_245;426;Bunnie;-54853.251;49538.540;-2337.624;-5314.711;-544.212;-226.161;-226.161
PowerTAC_2018_Finals_245;426;default broker;195.500;0.000;0.000;195.500;20.019;8.319;0.000
PowerTAC_2018_Finals_245;427;CrocodileAgent;-4449.896;5664.338;-143.856;1214.442;-1.326;-10.804;0.000
PowerTAC_2018_Finals_245;427;Bunnie;-53865.787;53701.223;-2567.707;-164.565;0.180;1.464;-1.481
PowerTAC_2018_Finals_245;427;default broker;231.765;0.000;0.000;231.765;-0.253;-2.062;0.000
PowerTAC_2018_Finals_245;428;CrocodileAgent;-3373.620;5954.963;-152.639;2581.343;-15.872;-10.128;0.000
PowerTAC_2018_Finals_245;428;Bunnie;-42749.032;46693.555;-2541.162;3944.523;-24.254;-15.476;0.000
PowerTAC_2018_Finals_245;428;default broker;0.000;0.000;0.000;0.000;0.000;-0.000;0.000
PowerTAC_2018_Finals_245;429;CrocodileAgent;-3040.015;4275.140;-118.482;1235.125;-11.112;-15.210;0.000
PowerTAC_2018_Finals_245;429;Bunnie;-37658.494;45377.991;-2414.288;7719.497;-69.451;-95.065;0.000
PowerTAC_2018_Finals_245;429;default broker;187.610;-106.460;-4.230;81.150;-0.730;-0.999;0.000
PowerTAC_2018_Finals_245;430;CrocodileAgent;-3158.366;257.655;-2.435;-2900.711;12.502;27.036;-153.770
PowerTAC_2018_Finals_245;430;Bunnie;-35353.442;43311.493;-1812.766;7958.051;-34.300;-74.173;0.000
PowerTAC_2018_Finals_245;430;default broker;172.160;-99.942;-3.821;72.218;-0.311;-0.673;0.000
PowerTAC_2018_Finals_245;431;CrocodileAgent;-6909.275;3754.703;-128.334;-3154.572;-296.031;-138.631;-138.631
PowerTAC_2018_Finals_245;431;Bunnie;-38669.460;36028.213;-2031.404;-2641.246;-247.859;-116.072;-116.072
PowerTAC_2018_Finals_245;431;default broker;169.960;-105.343;-3.640;64.617;6.064;2.840;0.000
PowerTAC_2018_Finals_245;432;CrocodileAgent;-3662.085;4044.966;-107.535;382.881;34.188;13.137;0.000
PowerTAC_2018_Finals_245;432;Bunnie;-65234.594;46142.259;-1876.803;-19092.334;-1704.773;-655.087;-655.087
PowerTAC_2018_Finals_245;432;default broker;230.092;-104.457;-2.713;125.635;11.218;4.311;0.000
PowerTAC_2018_Finals_245;433;CrocodileAgent;-6117.730;4312.675;-116.548;-1805.055;13.674;2.618;-16.245
PowerTAC_2018_Finals_245;433;Bunnie;-47066.394;56573.551;-2048.962;9507.158;-72.022;-13.789;0.000
PowerTAC_2018_Finals_245;433;default broker;215.080;-117.003;-3.041;98.077;-0.743;-0.142;0.000
PowerTAC_2018_Finals_245;434;CrocodileAgent;-5565.600;4536.559;-115.626;-1029.041;-84.256;-33.815;-33.815
PowerTAC_2018_Finals_245;434;Bunnie;-67699.399;55797.177;-1916.224;-11902.222;-974.528;-391.119;-391.119
PowerTAC_2018_Finals_245;434;default broker;165.460;-103.940;-2.739;61.520;5.037;2.022;0.000
PowerTAC_2018_Finals_245;435;CrocodileAgent;-6694.670;4558.437;-145.134;-2136.233;-260.225;-83.236;-83.236
PowerTAC_2018_Finals_245;435;Bunnie;-74075.915;47817.602;-1756.621;-26258.314;-3198.655;-1023.132;-1023.132
PowerTAC_2018_Finals_245;435;default broker;246.030;-105.910;-3.596;140.120;17.069;5.460;0.000
PowerTAC_2018_Finals_245;436;CrocodileAgent;-5952.150;6631.095;-188.337;678.945;62.412;22.814;0.000
PowerTAC_2018_Finals_245;436;Bunnie;-68331.999;45980.344;-1922.860;-22351.655;-2054.669;-751.065;-751.065
PowerTAC_2018_Finals_245;436;default broker;200.220;-99.717;-2.793;100.503;9.239;3.377;0.000
