ts;pPlus;pMinus;totalImbalance;rmBase;rmActual;default broker;netLoad;regOffered;regUsed;baseCost;p1;p2;CrocodileAgent;netLoad;regOffered;regUsed;baseCost;p1;p2;Bunnie;netLoad;regOffered;regUsed;baseCost;p1;p2
362;0,0403;-0,0045;-63106,9264;6526,3067;6526,3067;default broker;83,0030;0,0000;0,0000;8,5839;8,5839;-0,0000;CrocodileAgent;-17987,0000;0,0000;0,0000;-1860,1552;-1860,1552;-0,0000;Bunnie;-45202,9294;0,0000;0,0000;-4674,7354;-4674,7354;-0,0000
