ts; dow; hod;default broker_mwh; default broker_price ;CrocodileAgent_mwh; CrocodileAgent_price ;COLDPower18_mwh; COLDPower18_price ;EWIIS3_mwh; EWIIS3_price ;Bunnie_mwh; Bunnie_price 
754; 6; 10;[-2.3495; 30.7153];[26.1098; -36.0564];[5.0000; -38.0213];[8.2352; -38.7349];[53.6711; -33.1682]
755; 6; 11;[-2.6728; 39.9814];[9.4223; -31.6667];[5.0000; -41.2850];[0.6664; -35.2955];[46.3982; -35.5761]
756; 6; 12;[-2.6709; 26.4968];[26.9393; -33.1547];[5.0000; -37.5272];[9.1738; -40.6790];[43.8363; -32.2844]
757; 6; 13;[-2.4561; 29.5617];[34.4439; -30.6633];[5.0000; -32.0439];[3.1095; -9.4500];[50.3140; -32.8343]
758; 6; 14;[-2.0486; 47.5622];[20.0429; -27.7635];[5.0000; -34.9334];[8.2352; -28.8378];[47.9708; -33.5103]
759; 6; 15;[-1.1537; 39.7857];[22.9426; -25.8318];[5.0000; -36.4076];[8.2352; -38.2515];[47.0738; -36.8410]
760; 6; 16;[-0.6777; 46.9048];[25.0848; -34.0449];[5.9715; -34.8321];[9.1738; -39.0059];[49.4542; -36.6769]
761; 6; 17;[-0.1871; 36.6648];[22.1948; -18.6030];[6.6787; -35.6453];[8.2352; -42.4707];[44.8610; -41.9883]
762; 6; 18;[-0.1860; 36.2558];[20.6593; -25.9722];[5.8118; -37.1317];[8.2352; -39.3293];[47.4298; -34.4694]
763; 6; 19;[-0.1796; 34.1659];[20.9660; -31.4433];[4.7998; -21.5850];[10.4747; -8.6597];[41.6742; -35.2576]
764; 6; 20;[-0.2041; 33.5114];[19.0912; -31.3466];[4.8670; -21.8790];[10.4747; -16.7732];[43.3006; -34.4369]
765; 6; 21;[-0.1170; 32.7790];[18.1345; -29.0552];[3.0557; 34.3692];[8.2352; -37.9838];[39.4084; -35.1238]
766; 6; 22;[-0.1956; 34.2498];[18.2177; -29.0652];[2.5052; -9.2192];[10.4747; -18.7191];[40.8687; -34.0721]
767; 6; 23;[-0.1782; 34.4946];[22.4246; -29.2590];[0.9058; 72.4710];[8.2352; -34.3122];[39.1080; -29.2723]
768; 7; 0;[-0.1833; 26.2788];[21.1888; -22.1093];[5.8101; -19.3088];[10.4747; -25.9671];[43.1842; -21.4452]
769; 7; 1;[-0.1499; 22.9404];[20.5731; -19.9848];[5.4857; -21.5714];[11.9911; -24.5646];[38.5010; -20.1590]
770; 7; 2;[-0.1744; 28.2268];[23.0966; -23.1344];[5.0915; -18.2302];[9.7611; -25.1718];[36.9376; -25.6621]
771; 7; 3;[-0.1328; 30.3795];[25.0752; -24.5396];[-0.4442; 294.1596];[8.2837; -35.8515];[35.1600; -26.9624]
772; 7; 4;[-0.0935; 31.1882];[26.2113; -26.1454];[6.1634; -15.1268];[8.2352; -31.6620];[32.4666; -29.9339]
773; 7; 5;[-0.1710; 31.3230];[27.1834; -30.4842];[2.1482; 24.6062];[8.2352; -40.8953];[36.3168; -35.6960]
774; 7; 6;[-0.3168; 28.8465];[32.2018; -29.4963];[6.7579; -30.2108];[9.1738; -34.3191];[46.7526; -35.0305]
775; 7; 7;[-1.0076; 27.0932];[32.6105; -29.5707];[5.8000; -36.3507];[9.1738; -38.0714];[42.9270; -34.5934]
776; 7; 8;[-1.9123; 31.6925];[35.2967; -27.7270];[5.4964; -30.0630];[8.2352; -31.8202];[49.1993; -32.8647]
777; 7; 9;[-2.4534; 33.2654];[31.7629; -32.8206];[6.3051; -32.7430];[8.2352; -18.7389];[43.9011; -33.2541]
778; 7; 10;[-2.8799; 27.9541];[33.3423; -27.5282];[5.0000; -36.6125];[8.2352; -38.4379];[35.1335; -36.9593]
779; 7; 11;[-1.7958; 32.2098];[31.4545; -27.1504];[5.7394; -39.5927];[8.2352; -41.5595];[33.0863; -41.6555]
780; 7; 12;[-1.5686; 28.8083];[32.8828; -30.2443];[5.0000; -37.3160];[8.2352; -38.6470];[37.3898; -36.4729]
781; 7; 13;[-1.4859; 32.5338];[35.4397; -33.9657];[4.0162; -38.9525];[0.0000; 0.0000];[33.5988; -41.8362]
782; 7; 14;[-1.2489; 30.4852];[37.7982; -30.5872];[5.2979; -12.4702];[8.2352; -38.0569];[31.6176; -36.3966]
783; 7; 15;[-1.8511; 32.2205];[38.2665; -29.6703];[7.3827; -32.5775];[8.6109; -33.4115];[30.3630; -33.6414]
784; 7; 16;[-1.0700; 35.9067];[39.6694; -30.0935];[3.8044; -34.1256];[8.2352; -38.1383];[36.1329; -32.8121]
785; 7; 17;[-0.2212; 31.8479];[38.9859; -30.1084];[5.0000; -23.8486];[8.5099; -36.3075];[33.3091; -26.7215]
786; 7; 18;[-0.1105; 30.6196];[36.3338; -30.2168];[5.3218; -31.1820];[8.2352; -37.6118];[32.7327; -34.5127]
787; 7; 19;[-0.1130; 39.5716];[33.1393; -36.3528];[2.4232; -18.3066];[8.2352; -43.2970];[28.2312; -42.4534]
788; 7; 20;[-0.0848; 41.7463];[33.4194; -35.1023];[3.1014; 7.4081];[10.4747; -40.1312];[29.0597; -41.6692]
789; 7; 21;[-0.0789; 32.3063];[31.0968; -30.1305];[-1.7579; 62.0512];[8.2352; -31.1615];[26.3553; -35.4369]
790; 7; 22;[-0.1099; 33.4207];[31.3269; -29.7043];[-0.9610; 168.5919];[9.0823; -30.3343];[25.8379; -31.4664]
791; 7; 23;[-0.0967; 32.7251];[35.5484; -24.8796];[-0.2014; 267.8572];[8.2352; -28.3776];[26.1436; -28.1036]
792; 1; 0;[-0.0999; 30.3416];[39.2944; -24.3311];[-0.9069; 109.4616];[8.2352; -25.5939];[31.5549; -25.4568]
793; 1; 1;[-0.0961; 34.8671];[38.6600; -24.3208];[0.0000; 0.0000];[10.3599; -29.5580];[31.0764; -28.8009]
794; 1; 2;[-0.0876; 27.1318];[41.1116; -24.3835];[3.3542; -13.8530];[8.2352; -29.2932];[30.5165; -28.2692]
795; 1; 3;[-0.0941; 30.2614];[50.8294; -24.8381];[1.2054; 45.1992];[8.2352; -30.5075];[34.8478; -29.1496]
796; 1; 4;[-0.1168; 26.9857];[63.0675; -24.1993];[5.0000; -2.7942];[10.4747; -25.9173];[27.4420; -27.1226]
797; 1; 5;[-0.1049; 34.5295];[57.2614; -30.1408];[-0.5465; 254.0044];[8.2352; -40.3505];[25.5924; -35.1473]
798; 1; 6;[-0.2399; 36.2311];[67.5260; -35.5969];[5.0000; -21.8024];[8.2352; -44.4343];[25.9840; -37.6146]
799; 1; 7;[-0.9804; 37.1612];[64.8405; -36.1532];[0.0683; 1548.7139];[8.2352; -46.0076];[36.2655; -37.7164]
800; 1; 8;[-1.2356; 37.1074];[10.7906; -36.3103];[0.6747; -32.1766];[3.1654; -33.7652];[8.7742; -33.3717]
801; 1; 9;[-1.5811; 36.7533];[51.7816; -36.1061];[-0.5702; 209.2009];[8.2352; -46.2083];[25.2572; -36.5588]
802; 1; 10;[-2.9322; 55.3465];[1.3801; -31.6667];[-2.0992; 64.2986];[1.9924; -41.1926];[6.3349; -33.9238]
803; 1; 11;[-4.0508; 37.3621];[5.6936; -28.0223];[2.8693; -6.4933];[0.0000; 0.0000];[25.1520; -42.4321]
804; 1; 12;[-4.1986; 37.5340];[42.1697; -36.3200];[0.9101; 81.6731];[8.2352; -41.8069];[28.5664; -38.8431]
805; 1; 13;[-3.8013; 37.1211];[14.9239; -36.5889];[0.0000; 0.0000];[8.2352; -48.7505];[18.6380; -36.8815]
806; 1; 14;[-3.0459; 31.1841];[26.5516; -30.8924];[2.5334; 6.3272];[9.1738; -37.4692];[29.4274; -35.5186]
807; 1; 15;[-2.1407; 37.7659];[28.6517; -37.2039];[-0.9208; 228.8918];[9.1738; -40.2345];[30.4383; -39.8326]
808; 1; 16;[-1.3743; 37.6070];[10.9546; -22.7677];[0.0000; 0.0000];[8.2352; -41.3849];[31.0190; -41.2902]
809; 1; 17;[-0.2962; 35.1035];[24.3162; -35.6716];[5.4046; -38.8221];[8.2352; -41.5630];[29.4059; -39.4842]
810; 1; 18;[-0.0911; 32.0097];[24.0041; -35.7002];[5.0000; -5.4056];[8.2352; -45.0486];[30.1134; -37.7674]
811; 1; 19;[-0.1073; 32.3823];[16.3201; -35.2513];[1.6438; 33.6836];[8.2352; -38.8596];[36.2632; -39.9999]
812; 1; 20;[-0.1646; 37.7695];[16.6362; -36.5761];[0.6065; 53.0154];[10.8122; -38.0066];[33.3391; -39.4357]
813; 1; 21;[-0.1897; 32.9288];[15.4610; -31.6644];[-0.5079; 128.3035];[10.4666; -37.3186];[28.8947; -35.1032]
814; 1; 22;[-0.1324; 37.0094];[13.2833; -35.5675];[-1.9168; 83.7861];[5.5316; -28.4529];[29.0522; -41.8537]
815; 1; 23;[-0.2078; 29.2771];[16.2805; -25.7030];[-2.3029; 86.1385];[10.2178; -35.1261];[25.1369; -26.7710]
816; 2; 0;[-0.1914; 29.0666];[17.9024; -25.1882];[3.2969; -2.1887];[12.1882; -29.1714];[35.7038; -26.5193]
817; 2; 1;[-0.1442; 30.8488];[17.2863; -30.7100];[0.0000; 0.0000];[11.3849; -37.0650];[33.4591; -31.9647]
818; 2; 2;[-0.1828; 28.5013];[16.3146; -25.1066];[0.0000; 0.0000];[11.7717; -30.6385];[31.9468; -26.3180]
819; 2; 3;[-0.1493; 29.3885];[16.7813; -25.2636];[-0.8438; 116.3596];[12.4875; -29.4358];[34.8916; -27.5676]
820; 2; 4;[-0.1837; 30.7458];[20.5275; -25.6090];[0.0000; 0.0000];[11.7717; -37.5129];[35.9687; -25.7634]
821; 2; 5;[-0.1925; 34.1694];[18.4947; -30.3678];[0.0000; 0.0000];[11.9980; -41.5700];[39.6970; -33.9957]
822; 2; 6;[-0.3865; 32.2568];[19.7475; -30.8667];[-0.2346; 490.5019];[11.7717; -43.2342];[39.8594; -36.1838]
823; 2; 7;[-1.5180; 31.2973];[21.4944; -30.8506];[0.0000; 0.0000];[11.7717; -39.5660];[42.7712; -33.4371]
824; 2; 8;[-2.5187; 37.1116];[20.4914; -36.8809];[-1.2386; 109.6356];[11.7717; -46.8675];[42.1308; -38.8024]
825; 2; 9;[-3.2330; 36.9104];[14.9722; -37.0039];[0.0000; 0.0000];[11.7717; -48.1953];[15.6268; -32.0082]
826; 2; 10;[-3.7865; 36.9442];[17.0480; -36.8596];[-0.6747; 106.4399];[11.7717; -44.7479];[33.9781; -34.7282]
827; 2; 11;[-4.2070; 36.9876];[15.8375; -36.3666];[2.6561; 10.6426];[11.7717; -46.4550];[35.3171; -37.0449]
828; 2; 12;[-4.0721; 37.0289];[13.9558; -36.3376];[-1.0075; 178.7840];[11.7717; -46.3615];[35.5796; -38.0739]
829; 2; 13;[-3.6851; 37.0523];[17.6136; -35.3624];[4.5081; -5.6383];[11.7717; -43.9453];[34.8169; -40.0058]
830; 2; 14;[-3.1596; 54.0243];[0.0000; 0.0000];[0.0000; 0.0000];[0.0000; 0.0000];[17.3155; -33.1569]
831; 2; 15;[-2.3212; 37.6212];[3.9364; -31.0874];[0.0000; 0.0000];[0.0000; 0.0000];[38.5803; -36.4402]
832; 2; 16;[-1.3745; 37.3774];[2.2996; -19.2368];[0.0000; 0.0000];[0.0000; 0.0000];[40.7903; -37.1806]
833; 2; 17;[-0.3233; 80.5861];[0.0000; 0.0000];[0.0000; 0.0000];[0.0000; 0.0000];[8.8654; -33.7150]
834; 2; 18;[-0.1471; 33.5424];[0.0000; 0.0000];[0.0000; 0.0000];[0.0000; 0.0000];[33.4512; -37.1195]
835; 2; 19;[-0.1273; 33.4448];[0.0000; 0.0000];[0.0000; 0.0000];[0.0000; 0.0000];[30.5255; -37.1907]
836; 2; 20;[-0.1239; 55.2039];[0.0000; 0.0000];[0.0000; 0.0000];[0.0000; 0.0000];[25.7583; -42.7691]
837; 2; 21;[-0.1141; 37.7389];[11.9311; -36.5455];[-0.5074; 182.1211];[0.0000; 0.0000];[33.2387; -39.1121]
838; 2; 22;[-0.1578; 34.9114];[11.5556; -36.3179];[-3.0331; 61.8121];[12.8880; -41.5730];[29.4547; -40.7374]
839; 2; 23;[-0.1062; 32.7650];[12.9460; -32.0087];[1.1645; -4.2822];[12.6183; -40.5225];[28.2048; -37.5488]
840; 3; 0;[-0.1594; 44.9409];[13.2218; -37.5918];[0.0000; 0.0000];[11.7717; -48.2079];[34.1323; -40.3642]
841; 3; 1;[-0.1945; 31.8097];[12.0964; -31.7837];[0.0000; 0.0000];[11.7717; -45.0183];[38.2993; -35.4840]
842; 3; 2;[-0.1618; 31.8614];[13.3415; -31.4182];[0.9787; -5.0033];[11.7717; -40.3848];[41.8597; -36.5341]
843; 3; 3;[-0.1883; 45.3150];[12.4067; -37.8096];[0.0000; 0.0000];[0.0675; -32.6408];[37.2811; -40.9761]
844; 3; 4;[-0.1627; 39.5503];[13.5976; -36.8201];[0.0000; 0.0000];[11.7717; -48.6450];[1.1764; -28.1613]
845; 3; 5;[-0.1706; 33.4763];[11.8910; -31.2646];[0.0000; 0.0000];[12.7909; -40.6545];[41.5377; -33.9213]
846; 3; 6;[-0.2650; 37.9550];[17.3353; -37.0956];[0.0000; 0.0000];[0.0000; 0.0000];[37.6046; -41.0414]
847; 3; 7;[-1.0339; 37.0954];[12.4699; -37.0649];[0.0000; 0.0000];[1.5827; -41.6667];[0.6211; -33.0766]
848; 3; 8;[-1.7855; 55.5547];[0.0398; -28.5000];[0.0000; 0.0000];[0.0000; 0.0000];[1.9834; -30.2510]
849; 3; 9;[-2.3307; 112.3062];[0.0000; 0.0000];[1.3178; -36.3982];[1.5695; -31.1939];[0.5031; -33.6679]
850; 3; 10;[-3.1986; 98.1762];[1.1538; -31.6667];[0.0323; -32.9424];[2.2574; -36.0656];[0.4528; -33.9755]
851; 3; 11;[-3.4375; 37.3443];[2.4281; -31.3342];[0.0000; 0.0000];[0.0000; 0.0000];[16.4679; -37.1742]
852; 3; 12;[-3.5199; 111.4458];[0.0000; 0.0000];[0.0000; 0.0000];[0.9346; -45.9961];[2.9591; -32.2061]
853; 3; 13;[-2.7406; 113.1825];[0.0000; 0.0000];[1.4708; -14.4232];[0.0000; 0.0000];[0.3301; -34.9905]
854; 3; 14;[-0.1350; -171.6458];[0.0000; 0.0000];[0.0000; 0.0000];[0.0000; 0.0000];[3.1636; -33.0159]
855; 3; 15;[0.0918; -364.9763];[0.0000; 0.0000];[0.0000; 0.0000];[0.0000; 0.0000];[4.7338; -33.2262]
856; 3; 16;[0.8877; -57.3971];[0.0000; 0.0000];[0.0000; 0.0000];[1.5827; -41.6667];[5.9264; -33.6149]
857; 3; 17;[1.4598; -96.0178];[0.0000; 0.0000];[0.0000; 0.0000];[1.5827; -36.5924];[3.8760; -33.8717]
858; 3; 18;[1.4184; -69.1302];[0.0000; 0.0000];[0.0000; 0.0000];[3.9984; -41.6667];[7.5982; -34.8017]
859; 3; 19;[1.4644; -29.9839];[0.0000; 0.0000];[0.0000; 0.0000];[0.0000; 0.0000];[14.1040; -35.9546]
860; 3; 20;[1.3761; -33.7572];[0.0000; 0.0000];[0.0000; 0.0000];[3.3489; -41.6667];[13.4267; -36.2391]
861; 3; 21;[1.2206; -36.1051];[0.0000; 0.0000];[0.0000; 0.0000];[9.5962; -28.5425];[12.0907; -36.5638]
862; 3; 22;[1.2496; -64.4848];[0.0000; 0.0000];[0.0000; 0.0000];[9.2546; -40.0455];[42.0840; -41.1395]
863; 3; 23;[1.1855; -12.4840];[6.2009; -35.8836];[1.6934; 108.3087];[6.9664; -9.4500];[44.4224; -42.6415]
864; 4; 0;[1.2070; -43.0308];[3.6254; -31.6302];[0.0000; 0.0000];[11.7717; -48.0091];[45.6759; -37.7997]
865; 4; 1;[1.0939; -31.2951];[3.8220; -28.5863];[0.0000; 0.0000];[0.0000; 0.0000];[23.3456; -32.9705]
866; 4; 2;[1.1066; -48.4248];[2.9091; -28.5000];[0.0000; 0.0000];[0.0000; 0.0000];[21.5426; -33.1479]
867; 4; 3;[1.1586; -37.4634];[7.5626; -36.7232];[0.0000; 0.0000];[11.7717; -26.5917];[42.6463; -37.0972]
868; 4; 4;[1.0815; -42.7577];[6.3221; -36.8090];[-1.7073; 82.7155];[4.6335; -31.7719];[50.8822; -37.5103]
869; 4; 5;[1.2868; -36.8295];[0.1559; -28.5000];[0.0000; 0.0000];[0.0000; 0.0000];[13.8375; -34.2179]
870; 4; 6;[1.1293; -47.7951];[0.3870; -31.6667];[0.0000; 0.0000];[1.1662; -41.6667];[13.7341; -33.6804]
871; 4; 7;[0.8426; 90.7996];[0.3483; -31.6667];[0.0000; 0.0000];[0.0000; 0.0000];[15.4374; -32.9592]
872; 4; 8;[2.8798; -66.4912];[0.4620; -29.0345];[1.0072; -34.9577];[0.0000; 0.0000];[13.6465; -32.9521]
873; 4; 9;[2.3446; -26.6204];[0.0592; -29.5717];[0.0000; 0.0000];[0.0000; 0.0000];[11.3020; -32.5495]
874; 4; 10;[0.7448; 413.1105];[-0.0789; 133.1054];[0.0000; 0.0000];[0.5673; -49.6098];[8.6259; -34.8529]
875; 4; 11;[0.5968; 257.5798];[-0.1380; 98.5244];[-1.6493; 84.9013];[2.7113; -48.8332];[4.8440; -35.4860]
876; 4; 12;[0.5462; 387.9880];[0.0000; 0.0000];[-0.1786; 334.5759];[0.0000; 0.0000];[6.1403; -35.5890]
877; 4; 13;[1.3686; 19.8667];[0.0000; 0.0000];[-4.5332; 79.1562];[0.3332; -41.0620];[5.8641; -35.0943]
878; 4; 14;[1.9337; -77.0783];[0.0000; 0.0000];[0.0000; 0.0000];[0.0000; 0.0000];[9.1060; -34.7346]
879; 4; 15;[3.3840; -72.3956];[0.0000; 0.0000];[0.0000; 0.0000];[0.3184; -0.1050];[8.2291; -35.0139]
880; 4; 16;[4.6957; -97.0182];[0.0000; 0.0000];[0.0000; 0.0000];[0.0000; 0.0000];[6.9502; -35.7701]
881; 4; 17;[4.9826; -69.1381];[0.0000; 0.0000];[0.0000; 0.0000];[4.7981; -40.4928];[5.2259; -36.2898]
882; 4; 18;[4.5507; -72.3380];[0.0000; 0.0000];[0.0000; 0.0000];[0.0000; 0.0000];[8.3062; -36.3894]
883; 4; 19;[4.8070; -54.7929];[0.0000; 0.0000];[0.0000; 0.0000];[2.2491; -41.6667];[9.4205; -36.3562]
884; 4; 20;[4.6467; -42.4240];[0.0000; 0.0000];[0.0000; 0.0000];[4.2436; -39.1419];[6.4208; -36.1409]
885; 4; 21;[3.9627; -73.5068];[0.0000; 0.0000];[0.0000; 0.0000];[4.0817; -41.6667];[16.0622; -36.6003]
886; 4; 22;[3.5702; -79.0618];[0.0000; 0.0000];[0.0000; 0.0000];[0.0000; 0.0000];[20.5571; -37.1897]
887; 4; 23;[3.6013; -68.3160];[0.0000; 0.0000];[0.0000; 0.0000];[0.0000; 0.0000];[17.1516; -37.3640]
888; 5; 0;[3.4375; -47.1009];[1.0742; -26.7424];[0.0000; 0.0000];[0.0000; 0.0000];[15.6508; -30.9573]
889; 5; 1;[3.2633; -49.6231];[1.3685; -36.8394];[0.0000; 0.0000];[2.4990; -41.6667];[15.3028; -30.6438]
890; 5; 2;[3.4265; -37.0972];[1.3784; -30.7199];[2.2710; 20.3283];[10.8122; -32.0336];[56.6365; -34.4559]
891; 5; 3;[3.1018; -38.4944];[1.5327; -37.0899];[3.6448; -9.5620];[10.5768; -37.6475];[59.0444; -37.6659]
892; 5; 4;[3.1672; -36.8703];[1.7630; -31.3533];[5.0809; -4.0765];[9.6888; -42.0305];[55.1959; -37.6579]
893; 5; 5;[3.5082; -57.1488];[0.5495; -27.5073];[0.0000; 0.0000];[1.6660; -38.2037];[5.6926; -32.7655]
894; 5; 6;[3.5280; -42.5612];[1.7197; -36.9192];[0.0000; 0.0000];[1.5827; -28.9404];[6.5106; -31.4530]
895; 5; 7;[3.2380; -37.4479];[0.7073; -28.6495];[0.0000; 0.0000];[1.4244; -36.4140];[5.2462; -32.2802]
896; 5; 8;[2.7656; -44.1086];[0.4727; -29.2986];[5.6174; -41.9548];[17.6764; -46.5577];[55.8573; -35.7469]
897; 5; 9;[1.7952; -66.9193];[0.4043; -29.9876];[4.2503; -33.8743];[1.3628; -5.2039];[2.1189; -31.3036]
898; 5; 10;[0.6042; -43.8505];[0.4166; -6.7702];[4.2587; -20.4916];[0.0000; 0.0000];[0.9106; -8.1441]
899; 5; 11;[1.1203; -37.0327];[0.3898; -11.8929];[0.0000; 0.0000];[1.4994; -39.8569];[2.6551; -28.4242]
900; 5; 12;[0.6768; -35.3934];[0.0000; 0.0000];[0.0000; 0.0000];[1.4328; -36.6312];[2.0930; -35.3112]
901; 5; 13;[1.5542; -46.6368];[0.0000; 0.0000];[-0.3921; 275.4800];[0.0000; 0.0000];[5.5154; -34.2900]
902; 5; 14;[2.3270; -45.9582];[0.0000; 0.0000];[0.0000; 0.0000];[0.0000; 0.0000];[3.5309; -34.8450]
903; 5; 15;[3.6639; -47.7230];[0.0000; 0.0000];[0.0000; 0.0000];[0.0000; 0.0000];[4.5273; -34.8077]
904; 5; 16;[4.5416; -63.1299];[0.0000; 0.0000];[0.0000; 0.0000];[0.0000; 0.0000];[3.8088; -35.1312]
905; 5; 17;[4.7700; -65.5863];[0.0000; 0.0000];[0.0000; 0.0000];[0.0000; 0.0000];[2.6105; -35.6765]
906; 5; 18;[4.4596; -64.5260];[0.0000; 0.0000];[0.0000; 0.0000];[1.4994; -40.5714];[3.5168; -34.7899]
907; 5; 19;[4.2324; -74.6831];[0.0000; 0.0000];[0.0000; 0.0000];[0.0000; 0.0000];[1.4316; -36.1119]
908; 5; 20;[2.9453; -43.6248];[0.0000; 0.0000];[0.0000; 0.0000];[0.0000; 0.0000];[3.1510; -36.4830]
909; 5; 21;[2.6060; -41.9916];[0.0000; 0.0000];[0.0000; 0.0000];[0.0000; 0.0000];[8.4250; -37.4582]
910; 5; 22;[2.4202; -42.7306];[0.5918; -36.9564];[0.0000; 0.0000];[0.0000; 0.0000];[38.3353; -36.9778]
911; 5; 23;[2.5780; -41.0002];[0.0000; 0.0000];[0.0000; 0.0000];[0.0000; 0.0000];[27.8514; -37.8783]
912; 6; 0;[2.7164; -50.5099];[2.9147; -17.0112];[0.0000; 0.0000];[19.6447; -41.2798];[53.6264; -36.5785]
913; 6; 1;[2.1508; -32.7819];[1.9678; -37.7080];[0.0000; 0.0000];[0.0000; 0.0000];[52.4736; -37.1019]
914; 6; 2;[1.0117; -29.9005];[4.1926; -31.4076];[1.5104; 6.6332];[18.2120; -36.7511];[59.7164; -33.7353]
915; 6; 3;[0.9539; -89.2897];[4.4543; -19.2252];[0.0000; 0.0000];[0.0000; 0.0000];[62.9200; -35.8494]
916; 6; 4;[0.9937; -101.9620];[4.5630; -15.9271];[0.0000; 0.0000];[0.0000; 0.0000];[66.0818; -36.6877]
917; 6; 5;[1.2677; -65.7876];[8.3429; -21.0642];[0.4705; 129.2779];[18.2120; -45.1252];[54.7017; -35.8208]
918; 6; 6;[1.1687; -119.0548];[0.3502; -31.6667];[0.0000; 0.0000];[0.0000; 0.0000];[2.3446; -26.0222]
919; 6; 7;[0.2493; -411.4207];[1.8113; -22.9594];[0.0000; 0.0000];[0.0000; 0.0000];[0.1823; -31.1538]
920; 6; 8;[-0.2971; -177.3315];[0.0000; 0.0000];[0.0000; 0.0000];[0.0000; 0.0000];[20.6010; -35.8295]
921; 6; 9;[-1.7010; 24.8290];[1.7180; -23.5707];[0.0000; 0.0000];[0.0000; 0.0000];[0.1477; -31.8190]
922; 6; 10;[-2.3008; 33.3654];[1.4256; -25.3981];[5.0000; -43.0554];[18.2120; -51.7526];[51.4274; -35.8840]
923; 6; 11;[-2.5816; 25.0126];[0.0000; 0.0000];[0.0000; 0.0000];[0.6747; -41.4465];[9.2448; -35.2501]
924; 6; 12;[-2.4922; 28.7961];[0.0000; 0.0000];[0.0000; 0.0000];[0.0000; 0.0000];[2.3096; -29.3151]
925; 6; 13;[-1.9392; 48.6918];[4.4815; -20.7898];[0.0000; 0.0000];[0.0000; 0.0000];[53.3571; -38.1851]
926; 6; 14;[-1.3180; 19.9248];[0.0000; 0.0000];[0.0000; 0.0000];[0.0000; 0.0000];[29.2492; -37.5674]
927; 6; 15;[0.0578; -1109.3578];[0.0000; 0.0000];[0.0000; 0.0000];[0.0000; 0.0000];[7.2166; -33.1372]
928; 6; 16;[0.9096; -50.7676];[0.0000; 0.0000];[0.0000; 0.0000];[0.0000; 0.0000];[9.5444; -38.0509]
929; 6; 17;[1.6373; -53.2871];[0.0000; 0.0000];[0.0000; 0.0000];[0.0000; 0.0000];[23.1868; -38.5589]
930; 6; 18;[1.4636; -50.8496];[1.5373; -37.4022];[0.0000; 0.0000];[0.0000; 0.0000];[45.1483; -38.6155]
931; 6; 19;[1.6000; -52.8144];[0.0000; 0.0000];[0.0000; 0.0000];[0.0000; 0.0000];[20.9163; -38.4581]
932; 6; 20;[1.5112; -46.1347];[5.4959; -33.1129];[2.1617; -18.0783];[0.0000; 0.0000];[43.7125; -40.0654]
933; 6; 21;[1.3371; -41.2793];[9.2285; -28.2272];[0.4836; 246.5312];[18.2120; -43.1060];[42.1717; -45.5277]
934; 6; 22;[1.3279; -35.6675];[21.1840; -34.1241];[5.0000; -19.9957];[19.6447; -37.8486];[40.3884; -37.6369]
935; 6; 23;[1.2578; -25.3705];[21.8664; -30.7514];[0.0000; 0.0000];[18.2120; -40.7278];[37.0283; -37.9964]
936; 7; 0;[1.2237; -24.9985];[24.8239; -30.5664];[0.0000; 0.0000];[21.0370; -34.0104];[47.8661; -27.9708]
937; 7; 1;[1.0132; -34.3379];[23.3940; -31.5114];[0.0000; 0.0000];[18.2120; -36.1545];[49.9915; -34.5928]
938; 7; 2;[0.9796; -35.3097];[23.6016; -33.2593];[0.7897; 79.0173];[18.2120; -33.9385];[41.5513; -37.0842]
939; 7; 3;[0.9898; -38.0417];[26.1187; -33.6578];[0.6977; 76.6188];[18.2120; -31.5647];[39.5715; -37.4405]
940; 7; 4;[0.9798; -36.8780];[24.7844; -26.8164];[0.0000; 0.0000];[18.2120; -41.4439];[51.4559; -39.0157]
941; 7; 5;[1.0496; -40.0935];[26.7494; -28.0816];[0.0000; 0.0000];[18.2120; -44.8245];[44.9003; -37.7508]
942; 7; 6;[0.9964; -42.7501];[0.0000; 0.0000];[0.0000; 0.0000];[0.8330; -41.6667];[36.3665; -40.8354]
943; 7; 7;[0.2003; -40.4753];[0.9231; -31.6667];[1.0061; -39.4786];[1.6660; -41.1781];[0.5417; -21.7786]
944; 7; 8;[-0.7634; 37.2551];[18.7003; -37.3251];[4.1390; -36.9457];[0.0000; 0.0000];[8.8935; -36.0477]
945; 7; 9;[-1.1943; 37.7316];[3.2794; -30.8113];[5.0000; -48.7454];[0.0833; -40.9971];[19.9731; -37.3613]
946; 7; 10;[-1.6228; 37.3703];[22.5470; -36.5017];[5.0000; -43.8542];[18.2120; -48.3590];[28.1582; -37.0868]
947; 7; 11;[-0.8885; 55.6898];[0.3390; -30.0022];[0.0000; 0.0000];[3.6768; -49.8591];[0.1221; -32.2604]
948; 7; 12;[-0.7523; 54.9993];[0.0000; 0.0000];[0.8660; -11.1050];[2.8322; -41.6667];[2.8877; -33.1553]
949; 7; 13;[-0.3407; 38.8701];[6.7635; -24.5937];[5.0000; -46.1559];[18.2120; -42.4971];[39.0517; -41.5052]
950; 7; 14;[-0.1004; 39.6648];[31.8831; -32.1154];[5.0000; -42.2635];[19.6447; -46.2994];[37.3112; -40.7402]
951; 7; 15;[-0.0613; 45.1312];[0.0000; 0.0000];[-0.3382; 117.6916];[1.9001; -41.6621];[12.0019; -34.6718]
952; 7; 16;[0.8562; -52.2587];[0.0000; 0.0000];[5.0000; -33.9568];[5.2091; -41.6452];[8.9236; -34.9851]
