ts; dow; hod;default broker_mwh; default broker_price ;EWIIS3_mwh; EWIIS3_price ;Bunnie_mwh; Bunnie_price 
729; 4; 9;[-2.9021; 142.0943];[0.0000; 0.0000];[2.5882; -31.8298]
730; 4; 10;[-3.8551; 70.0014];[0.0833; -35.5899];[2.3294; -32.2592]
731; 4; 11;[-4.1386; 71.3692];[0.0000; 0.0000];[2.1714; -32.6618]
732; 4; 12;[-4.0865; 129.4409];[0.0000; 0.0000];[1.9100; -33.1077]
733; 4; 13;[-3.6669; 101.0564];[0.0000; 0.0000];[1.7190; -33.5474]
734; 4; 14;[-3.1137; 129.4220];[0.0000; 0.0000];[1.5102; -33.9629]
735; 4; 15;[-2.4969; 102.1526];[0.0000; 0.0000];[1.1613; -34.3049]
736; 4; 16;[-1.2821; 61.4795];[0.0000; 0.0000];[1.0638; -34.7026]
737; 4; 17;[-0.3107; 88.3917];[0.0000; 0.0000];[0.8171; -34.9117]
738; 4; 18;[-0.1827; 75.1456];[0.0000; 0.0000];[0.4475; -34.3899]
739; 4; 19;[-0.1688; 76.8154];[0.0000; 0.0000];[0.4027; -34.8658]
740; 4; 20;[-0.1963; 60.4808];[1.5934; -39.8512];[0.3625; -35.3164]
741; 4; 21;[-0.1222; 90.0404];[0.0000; 0.0000];[3.3333; -37.5972]
742; 4; 22;[-0.1918; 45.8303];[5.1813; -40.9571];[35.2477; -45.6130]
743; 4; 23;[-0.1914; 46.0701];[1.4994; -39.5045];[31.0446; -44.6890]
744; 5; 0;[-0.1858; 54.7247];[4.4316; -40.4216];[4.9265; -33.6028]
745; 5; 1;[-0.0479; 62.1436];[5.9393; -41.5676];[6.4904; -32.8731]
746; 5; 2;[-0.1165; 54.1242];[4.5264; -36.0201];[8.9937; -33.0428]
747; 5; 3;[-0.1734; 50.5312];[6.4963; -30.8369];[8.0943; -33.1437]
748; 5; 4;[-0.2261; 43.8727];[17.2029; -46.5301];[11.2594; -31.0391]
749; 5; 5;[-0.1127; 56.2958];[2.4157; -41.6667];[12.8306; -30.5638]
750; 5; 6;[-0.3212; 58.8095];[5.1221; -39.9807];[10.2708; -31.1843]
751; 5; 7;[-1.2129; 59.7059];[3.0821; -35.0011];[11.1921; -30.8941]
752; 5; 8;[-2.0722; 118.4484];[0.7268; -38.3124];[12.8491; -30.5346]
753; 5; 9;[-3.1258; 94.7352];[2.0602; -36.0518];[11.5681; -31.5521]
754; 5; 10;[-3.9024; 58.6696];[1.9030; -39.8546];[11.0249; -30.9968]
755; 5; 11;[-3.3436; 62.6977];[0.0000; 0.0000];[11.6422; -32.3263]
756; 5; 12;[-3.8739; 90.6181];[1.1662; -41.6128];[10.4742; -31.5118]
757; 5; 13;[-2.8616; 124.4986];[0.0000; 0.0000];[9.7683; -33.1111]
758; 5; 14;[-2.3907; 61.8453];[0.2999; -40.5311];[9.4288; -33.4201]
759; 5; 15;[-1.9331; 60.4326];[0.0000; 0.0000];[9.5875; -33.5689]
760; 5; 16;[-1.3305; 81.6549];[5.9976; -41.6667];[8.6273; -34.4259]
761; 5; 17;[-0.3331; 62.3316];[2.0825; -36.5354];[13.9892; -35.1614]
762; 5; 18;[-0.1977; 90.9736];[0.7497; -41.6667];[14.4662; -35.6728]
763; 5; 19;[-0.1134; 55.1903];[0.9163; -37.4258];[13.6379; -36.0648]
764; 5; 20;[-0.1440; 61.6629];[0.9707; -39.8092];[12.0830; -36.3760]
765; 5; 21;[-0.1668; 88.1003];[2.5823; -41.6667];[11.3158; -36.7244]
766; 5; 22;[-0.0574; 45.9660];[4.9064; -39.3777];[42.0585; -43.8526]
767; 5; 23;[-0.1239; 35.4268];[17.2029; -34.5470];[39.4585; -46.7951]
768; 6; 0;[-0.0687; 40.5290];[17.2029; -42.4957];[70.8856; -38.3365]
769; 6; 1;[-0.1508; 51.7001];[17.2029; -44.7351];[16.3230; -33.2496]
770; 6; 2;[-0.0549; 47.8172];[17.2029; -45.0967];[15.8541; -32.7282]
771; 6; 3;[-0.1348; 40.1251];[17.2029; -32.6219];[63.6779; -37.6694]
772; 6; 4;[-0.1118; 48.1844];[17.2029; -44.9073];[14.7167; -32.3370]
773; 6; 5;[-0.0942; 62.7007];[7.0055; -38.5195];[12.9415; -32.6322]
774; 6; 6;[-0.3458; 48.5841];[17.2029; -44.5983];[13.5887; -32.2999]
775; 6; 7;[-1.3839; 62.2543];[0.0000; 0.0000];[20.8282; -31.2964]
776; 6; 8;[-2.5092; 52.0902];[0.0000; 0.0000];[19.7771; -31.7146]
777; 6; 9;[-3.1500; 82.6791];[0.0000; 0.0000];[20.8115; -31.9572]
778; 6; 10;[-3.7778; 82.6016];[0.0000; 0.0000];[22.0624; -32.2312]
779; 6; 11;[-4.0478; 62.2286];[0.0000; 0.0000];[22.5742; -32.4546]
780; 6; 12;[-4.1839; 54.9647];[0.4998; -41.6667];[21.3625; -32.8037]
781; 6; 13;[-3.8082; 55.2583];[0.0000; 0.0000];[21.0407; -33.3846]
782; 6; 14;[-3.1307; 62.3650];[0.0000; 0.0000];[19.7697; -33.8614]
783; 6; 15;[-2.1597; 55.6141];[17.2029; -47.5220];[19.9743; -34.3762]
784; 6; 16;[-1.1710; 62.5275];[0.0000; 0.0000];[15.2299; -34.5423]
785; 6; 17;[-0.2560; 64.3632];[0.0000; 0.0000];[14.7452; -35.0597]
786; 6; 18;[-0.1639; 55.9885];[17.2029; -49.5977];[13.2039; -35.5180]
787; 6; 19;[-0.1433; 57.1711];[0.0000; 0.0000];[10.3017; -36.4667]
788; 6; 20;[-0.1979; 57.4910];[0.0000; 0.0000];[11.5535; -36.4871]
789; 6; 21;[-0.2065; 45.7963];[2.5378; -14.1210];[43.3130; -44.1911]
790; 6; 22;[-0.1920; 48.0463];[17.2029; -48.5752];[44.2211; -42.7633]
791; 6; 23;[-0.1730; 39.1448];[17.2029; -39.7441];[48.4178; -43.0518]
792; 7; 0;[-0.1981; 47.5057];[17.2029; -45.6825];[54.2366; -38.6299]
793; 7; 1;[-0.1752; 49.8214];[17.2029; -44.7506];[13.3115; -31.4181]
794; 7; 2;[-0.1774; 50.3540];[17.2029; -46.5538];[12.4252; -30.9923]
795; 7; 3;[-0.0951; 36.0139];[17.2029; -44.4234];[67.4412; -35.7826]
796; 7; 4;[-0.0861; 35.1884];[17.2029; -41.9945];[67.8369; -35.9892]
797; 7; 5;[-0.1899; 57.5305];[17.2029; -48.7416];[6.7472; -33.3118]
798; 7; 6;[-0.3231; 56.6391];[17.2029; -48.6044];[6.9052; -33.5166]
799; 7; 7;[-1.0175; 62.7349];[0.6747; -39.6516];[6.1676; -33.8806]
800; 7; 8;[-1.9036; 55.2813];[0.0000; 0.0000];[7.7956; -33.7134]
801; 7; 9;[-2.4293; 48.2134];[17.2029; -47.7902];[7.0161; -33.9511]
802; 7; 10;[-2.8135; 62.2101];[0.0000; 0.0000];[6.3145; -34.1893]
803; 7; 11;[-2.2202; 62.3977];[0.0000; 0.0000];[4.7300; -34.4489]
804; 7; 12;[-1.7028; 62.5094];[3.4986; -41.1058];[4.3251; -34.6637]
805; 7; 13;[-1.8667; 40.6249];[17.2029; -46.1427];[30.2604; -39.9175]
806; 7; 14;[-1.6291; 41.1109];[17.2029; -46.4447];[10.0442; -38.9159]
807; 7; 15;[-1.9523; 89.5974];[0.0000; 0.0000];[11.2807; -32.3102]
808; 7; 16;[-1.0805; 41.6592];[4.0817; -36.8677];[13.9194; -36.9576]
809; 7; 17;[-0.2529; 54.8572];[17.2029; -48.8166];[11.3630; -35.1596]
810; 7; 18;[-0.1773; 54.6144];[5.9893; -41.0705];[10.2283; -35.0848]
811; 7; 19;[-0.1616; 39.5285];[17.2029; -48.2282];[14.9902; -36.3782]
812; 7; 20;[-0.1281; 57.1784];[17.2029; -48.1735];[14.3574; -36.9046]
813; 7; 21;[-0.1389; 35.2425];[17.2029; -30.1210];[44.6405; -45.9521]
814; 7; 22;[-0.2052; 37.1318];[13.1648; -15.8420];[55.7882; -43.4438]
815; 7; 23;[-0.1745; 33.2313];[17.2029; -19.7847];[51.1636; -41.4689]
816; 1; 0;[-0.1914; 40.2431];[17.2029; -42.9664];[67.3346; -37.0187]
817; 1; 1;[-0.1996; 38.3443];[17.2029; -36.8352];[62.3926; -36.0895]
818; 1; 2;[-0.1777; 46.7915];[17.2029; -44.6684];[20.6991; -32.2519]
819; 1; 3;[-0.1775; 49.2988];[5.5539; -33.3956];[18.6305; -32.2768]
820; 1; 4;[-0.2082; 62.6292];[7.4888; -35.7663];[16.7703; -32.4557]
821; 1; 5;[-0.1777; 58.0866];[17.2029; -46.2987];[22.4081; -30.6561]
822; 1; 6;[-0.2924; 64.3891];[3.9151; -37.3492];[19.5920; -31.1287]
823; 1; 7;[-0.9886; 54.8107];[17.2029; -48.2732];[17.1515; -30.3855]
824; 1; 8;[-1.6064; 62.1794];[1.5827; -39.6352];[16.4119; -31.7499]
825; 1; 9;[-1.9965; 62.2028];[2.4157; -38.7204];[15.8234; -31.8237]
826; 1; 10;[-2.7089; 55.1842];[3.0071; -37.5323];[14.1325; -31.6690]
827; 1; 11;[-2.9407; 62.3976];[0.0000; 0.0000];[15.6680; -32.0260]
828; 1; 12;[-2.9370; 62.2945];[0.6664; -39.7138];[13.8646; -32.2603]
829; 1; 13;[-2.7274; 89.0914];[2.0159; -41.6223];[12.3849; -33.1615]
830; 1; 14;[-2.2445; 62.0352];[3.4611; -38.1257];[11.0915; -33.6822]
831; 1; 15;[-1.3826; 60.2950];[0.4998; -39.9520];[14.7677; -32.9789]
832; 1; 16;[-1.1357; 87.2521];[3.3653; -36.3886];[13.2647; -33.2922]
833; 1; 17;[-0.2706; 113.5049];[1.4161; -41.6667];[17.1329; -34.8436]
834; 1; 18;[-0.1466; 55.7234];[0.0000; 0.0000];[18.0848; -35.3826]
835; 1; 19;[-0.1306; 49.9403];[0.0000; 0.0000];[18.4141; -35.8857]
836; 1; 20;[-0.2283; 52.9465];[17.2029; -47.3915];[15.9120; -36.1961]
837; 1; 21;[-0.2081; 86.7012];[0.0000; 0.0000];[18.1486; -36.6645]
838; 1; 22;[-0.2453; 44.1790];[6.3925; -10.4512];[36.4126; -35.9973]
839; 1; 23;[-0.2538; 39.4116];[17.2029; -40.5473];[40.5569; -43.0978]
840; 2; 0;[-0.2122; 50.3166];[17.2029; -49.3692];[13.5708; -30.6561]
841; 2; 1;[-0.1386; 44.7939];[17.2029; -47.6669];[19.7704; -30.6128]
842; 2; 2;[-0.1816; 39.4765];[17.2029; -33.9851];[66.7542; -35.1130]
843; 2; 3;[-0.1939; 37.7897];[17.2029; -43.8478];[53.9621; -37.2140]
844; 2; 4;[-0.1746; 44.9879];[17.2029; -41.9104];[14.5034; -31.2990]
845; 2; 5;[-0.1884; 57.9609];[10.2359; -35.7652];[15.2802; -30.6692]
846; 2; 6;[-0.3467; 59.6799];[8.1134; -38.5399];[18.0727; -29.9468]
847; 2; 7;[-1.3583; 61.0720];[5.1813; -38.1637];[20.6341; -29.8169]
848; 2; 8;[-2.4105; 61.8073];[1.5674; -41.6667];[23.0095; -30.0075]
849; 2; 9;[-3.2688; 61.8591];[3.7321; -30.8311];[20.7130; -30.5624]
850; 2; 10;[-3.8254; 102.5492];[2.8489; -37.5396];[17.9397; -31.3049]
851; 2; 11;[-4.1670; 62.3227];[0.6747; -38.6040];[22.1558; -31.4699]
852; 2; 12;[-4.1763; 90.3646];[0.4998; -41.5338];[17.9170; -31.8459]
853; 2; 13;[-3.7655; 61.8694];[0.4498; -38.6924];[16.0660; -32.3996]
854; 2; 14;[-3.2960; 62.2998];[1.4411; -37.2841];[14.9831; -33.0637]
855; 2; 15;[-2.3618; 62.3664];[0.0000; 0.0000];[16.6364; -33.7661]
856; 2; 16;[-1.3795; 55.3413];[17.2029; -49.2810];[13.0731; -33.9760]
857; 2; 17;[-0.3350; 57.2607];[2.1658; -36.5924];[13.3235; -34.5257]
858; 2; 18;[-0.1816; 98.3146];[0.7497; -41.6667];[15.4577; -35.1690]
859; 2; 19;[-0.1843; 59.8025];[0.0000; 0.0000];[16.1503; -35.6880]
860; 2; 20;[-0.1544; 121.1294];[0.0000; 0.0000];[16.2105; -36.1196]
861; 2; 21;[-0.1151; 49.4739];[17.2029; -45.5279];[40.6598; -44.3967]
862; 2; 22;[-0.2116; 52.5653];[17.2029; -44.9640];[41.3528; -47.3032]
863; 2; 23;[-0.1063; 44.0434];[1.6348; -9.4500];[39.7276; -41.3576]
864; 3; 0;[-0.1873; 61.8298];[17.2029; -49.2332];[15.2223; -28.5085]
865; 3; 1;[-0.1936; 41.5545];[17.2029; -39.6614];[52.5908; -36.8756]
866; 3; 2;[-0.1862; 42.5174];[17.2029; -44.9656];[51.8604; -38.5856]
867; 3; 3;[-0.1987; 48.6030];[17.2029; -43.8986];[19.6218; -28.5960]
868; 3; 4;[-0.2085; 50.1592];[17.2029; -44.2102];[21.3842; -28.6695]
869; 3; 5;[-0.1741; 58.5504];[0.0000; 0.0000];[23.9637; -28.7162]
870; 3; 6;[-0.3493; 64.1160];[0.0000; 0.0000];[6.3595; -32.1021]
871; 3; 7;[-0.9095; 54.7002];[17.2029; -49.5204];[6.5081; -32.5065]
872; 3; 8;[-1.5104; 61.6519];[4.2109; -41.4496];[7.3165; -32.9480]
873; 3; 9;[-1.4438; 61.3895];[5.7888; -25.9834];[8.1844; -33.2978]
874; 3; 10;[-2.1756; 61.7087];[4.5482; -38.7920];[12.4443; -31.5469]
875; 3; 11;[-3.2828; 102.8993];[2.4740; -38.4954];[15.2862; -32.3195]
876; 3; 12;[-3.1085; 89.3598];[0.0000; 0.0000];[15.5791; -32.0966]
877; 3; 13;[-2.4800; 61.3622];[4.2483; -41.0620];[17.5516; -32.8317]
878; 3; 14;[-2.2057; 54.2056];[0.1666; -41.6667];[20.4546; -34.1772]
879; 3; 15;[-1.6812; 40.8853];[17.2029; -47.5064];[27.7623; -36.3371]
880; 3; 16;[-1.0271; 61.5405];[6.8306; -38.9928];[7.5490; -32.9648]
881; 3; 17;[-0.3883; 60.4120];[9.8960; -39.7221];[6.7327; -34.0409]
882; 3; 18;[-0.2081; 52.3671];[0.0000; 0.0000];[20.5462; -35.6100]
883; 3; 19;[-0.2110; 58.5660];[2.4990; -41.6667];[20.1600; -35.9922]
884; 3; 20;[-0.1650; 39.0649];[17.2029; -46.2518];[26.8110; -38.1734]
885; 3; 21;[-0.1649; 43.2939];[17.2029; -26.7293];[41.2116; -41.5874]
886; 3; 22;[-0.1521; 43.0924];[17.2029; -35.6678];[42.1409; -39.1283]
887; 3; 23;[-0.1737; 47.1516];[17.2029; -36.1207];[49.6165; -44.5508]
888; 4; 0;[-0.1756; 48.5912];[17.2029; -44.0543];[23.6285; -32.3504]
889; 4; 1;[-0.1496; 49.1669];[17.2029; -30.6445];[61.2154; -37.5208]
890; 4; 2;[-0.1947; 46.3080];[17.2029; -22.1895];[56.1041; -36.1988]
891; 4; 3;[-0.1892; 49.5853];[17.2029; -30.0395];[53.4832; -36.1342]
892; 4; 4;[-0.1947; 36.9434];[17.2029; -38.4825];[48.5288; -36.4970]
893; 4; 5;[-0.1799; 45.5383];[17.2029; -43.7735];[20.1020; -31.6211]
894; 4; 6;[-0.3664; 46.3742];[1.1662; -28.9404];[18.2672; -31.8198]
895; 4; 7;[-1.3559; 54.9571];[1.8826; -36.4140];[16.9892; -32.3528]
896; 4; 8;[-2.4092; 54.9090];[0.0000; 0.0000];[16.8025; -32.5595]
897; 4; 9;[-3.0375; 61.8955];[0.0000; 0.0000];[14.3249; -32.6655]
898; 4; 10;[-3.8324; 54.9866];[17.2029; -48.8038];[14.0853; -33.6198]
899; 4; 11;[-4.1845; 62.0314];[0.0000; 0.0000];[13.6613; -33.8706]
900; 4; 12;[-4.1751; 54.9433];[0.0000; 0.0000];[11.9319; -34.3444]
901; 4; 13;[-3.7701; 62.0402];[0.0000; 0.0000];[10.5216; -34.6677]
902; 4; 14;[-3.0927; 61.6040];[0.3749; -36.1954];[10.4179; -35.0607]
903; 4; 15;[-2.5118; 54.7387];[0.0000; 0.0000];[8.6077; -35.3518]
904; 4; 16;[-1.3246; 54.5925];[0.0000; 0.0000];[13.8494; -35.5566]
905; 4; 17;[-0.3568; 63.3479];[2.1658; -41.6667];[9.9758; -35.8548]
906; 4; 18;[-0.2174; 55.8176];[1.9492; -38.9655];[8.7736; -36.1674]
907; 4; 19;[-0.1984; 53.2013];[0.0000; 0.0000];[9.3516; -36.4227]
908; 4; 20;[-0.1840; 53.3927];[0.0000; 0.0000];[7.3329; -36.6795]
909; 4; 21;[-0.1388; 42.7104];[1.4630; -12.3261];[45.1705; -43.3493]
910; 4; 22;[-0.1989; 45.9504];[17.2029; -49.4558];[38.2375; -44.3963]
911; 4; 23;[-0.1979; 34.6844];[17.2029; -31.2230];[42.7306; -38.6330]
912; 5; 0;[-0.1951; 43.1306];[17.2029; -41.1470];[43.3085; -35.8480]
913; 5; 1;[-0.1012; 47.7913];[0.0000; 0.0000];[47.3782; -39.6978]
914; 5; 2;[-0.1241; 40.0414];[17.2029; -44.3771];[52.5851; -37.0994]
915; 5; 3;[-0.1723; 50.0919];[0.0000; 0.0000];[14.4291; -28.1478]
916; 5; 4;[-0.2046; 47.8900];[3.7485; -33.7294];[15.4685; -28.2760]
917; 5; 5;[-0.1345; 47.7949];[17.2029; -39.6161];[2.2192; -32.7617]
918; 5; 6;[-0.3687; 55.0243];[8.6507; -33.2257];[1.9973; -32.9925]
919; 5; 7;[-1.3095; 55.4009];[3.2820; -40.7032];[11.7195; -29.3583]
920; 5; 8;[-2.2495; 62.8683];[11.0913; -39.6144];[10.5423; -29.8134]
921; 5; 9;[-3.1657; 54.8682];[12.1367; -36.4368];[11.9377; -30.2762]
922; 5; 10;[-3.9741; 87.7571];[5.7543; -40.9337];[17.5382; -30.8510]
923; 5; 11;[-3.6426; 54.8834];[17.2029; -48.3342];[20.9966; -31.4400]
924; 5; 12;[-3.9798; 54.8210];[17.2029; -49.9923];[19.7290; -31.9100]
925; 5; 13;[-3.1662; 104.3548];[3.5819; -41.6667];[13.6024; -32.3784]
926; 5; 14;[-2.7174; 62.3291];[3.2237; -41.1677];[18.1590; -32.8129]
927; 5; 15;[-2.1548; 55.1212];[17.2029; -49.4800];[20.5931; -33.4445]
928; 5; 16;[-1.3914; 63.3034];[2.9155; -39.2346];[19.5581; -33.9265]
929; 5; 17;[-0.3911; 58.0242];[4.0400; -38.4107];[19.2554; -34.3635]
930; 5; 18;[-0.2336; 60.4932];[0.0000; 0.0000];[23.2321; -35.2211]
931; 5; 19;[-0.1883; 55.4435];[0.0000; 0.0000];[24.2762; -35.6034]
932; 5; 20;[-0.1620; 42.3744];[6.9134; -20.7086];[52.4088; -44.4480]
933; 5; 21;[-0.1725; 34.0294];[17.2029; -35.8235];[54.0761; -41.6750]
934; 5; 22;[-0.1001; 44.5458];[11.8591; -24.1545];[42.2104; -42.7025]
935; 5; 23;[-0.0885; 35.1766];[17.2029; -33.4869];[44.9309; -37.9901]
936; 6; 0;[-0.1101; 51.8696];[17.2029; -32.9268];[47.7722; -32.9781]
937; 6; 1;[-0.1705; 32.6356];[17.2029; -34.3841];[55.2076; -32.0808]
938; 6; 2;[-0.1342; 33.6583];[17.2029; -19.8629];[46.3066; -32.6206]
939; 6; 3;[-0.1758; 36.2291];[17.2029; -32.9669];[46.7596; -28.9807]
940; 6; 4;[-0.1522; 46.0039];[17.2029; -40.2173];[26.1400; -31.1411]
941; 6; 5;[-0.1491; 37.5775];[17.2029; -34.0514];[55.4866; -32.2092]
942; 6; 6;[-0.3874; 46.1643];[17.2029; -35.9104];[54.1902; -37.9596]
943; 6; 7;[-1.4184; 54.6642];[7.4387; -41.2639];[22.6261; -31.6672]
944; 6; 8;[-2.5106; 35.6164];[17.2029; -17.9131];[67.3828; -38.0813]
945; 6; 9;[-3.1926; 54.6572];[17.2029; -46.3794];[24.3776; -31.6762]
946; 6; 10;[-3.7644; 47.5839];[17.2029; -37.5756];[49.3492; -37.6462]
947; 6; 11;[-4.1562; 54.9135];[0.6664; -41.6667];[27.6473; -32.5271]
948; 6; 12;[-4.1670; 54.9693];[0.0000; 0.0000];[23.4835; -32.8429]
949; 6; 13;[-3.8310; 54.9340];[17.2029; -48.8868];[24.2263; -33.2700]
950; 6; 14;[-3.2088; 54.9882];[2.6239; -39.0189];[21.4157; -33.5027]
951; 6; 15;[-2.3417; 62.5786];[1.2495; -41.6621];[22.7100; -34.1338]
952; 6; 16;[-1.2754; 62.5085];[4.4982; -41.6667];[20.2412; -34.5312]
953; 6; 17;[-0.3002; 56.3179];[17.2029; -49.6710];[21.1362; -35.1376]
954; 6; 18;[-0.1771; 42.7955];[17.2029; -46.2834];[53.1764; -38.4490]
955; 6; 19;[-0.1676; 40.7336];[6.9942; -14.8041];[61.1322; -38.5229]
956; 6; 20;[-0.1877; 40.0067];[14.0202; -11.8893];[47.0385; -44.2122]
957; 6; 21;[-0.1341; 40.7774];[17.2029; -37.6872];[50.2408; -42.3323]
958; 6; 22;[-0.1852; 36.6054];[17.2029; -34.5592];[43.2903; -42.9373]
959; 6; 23;[-0.1672; 36.1523];[17.2029; -30.9066];[39.8383; -44.8847]
960; 7; 0;[-0.1789; 40.3703];[17.2029; -30.3291];[43.3026; -36.3787]
961; 7; 1;[-0.1653; 41.7412];[17.2029; -40.1792];[44.5512; -37.1680]
962; 7; 2;[-0.1836; 39.1748];[16.9375; -32.5736];[41.6016; -36.9343]
963; 7; 3;[-0.1265; 40.9813];[2.2247; -27.9960];[45.3226; -37.0523]
964; 7; 4;[-0.1088; 34.4338];[17.2029; -38.6142];[51.7018; -36.2026]
965; 7; 5;[-0.1821; 32.7061];[17.2029; -40.3402];[57.7145; -34.4165]
966; 7; 6;[-0.2875; 48.3944];[17.2029; -47.6972];[55.6676; -39.4007]
967; 7; 7;[-0.7872; 55.4345];[5.9393; -35.8604];[19.9314; -33.7807]
968; 7; 8;[-1.5340; 54.7555];[0.8540; -41.1300];[22.2540; -32.9814]
969; 7; 9;[-1.9518; 84.9366];[0.0000; 0.0000];[13.6942; -31.8242]
970; 7; 10;[-2.2228; 48.4517];[17.2029; -48.0881];[19.5292; -33.3089]
971; 7; 11;[-1.7982; 55.3692];[17.2029; -49.9461];[17.2873; -33.1106]
972; 7; 12;[-1.5682; 48.5631];[17.2029; -48.0971];[17.5684; -33.4236]
973; 7; 13;[-1.5540; 40.4945];[17.2029; -48.5848];[42.3078; -37.7791]
974; 7; 14;[-1.3666; 40.6428];[0.0000; 0.0000];[52.6077; -38.9649]
975; 7; 15;[-1.5569; 55.5475];[17.2029; -49.4497];[15.4329; -34.0813]
976; 7; 16;[-0.9276; 41.6274];[17.2029; -48.7870];[20.2023; -36.7909]
977; 7; 17;[-0.3125; 53.6847];[0.0000; 0.0000];[13.2907; -34.7218]
978; 7; 18;[-0.2002; 57.6821];[0.6664; -41.3530];[11.4217; -34.8851]
979; 7; 19;[-0.1903; 60.1300];[0.7497; -41.6667];[12.6015; -35.4521]
980; 7; 20;[-0.1446; 55.3412];[0.0000; 0.0000];[15.2920; -36.0608]
981; 7; 21;[-0.1360; 64.0262];[0.9163; -41.6667];[14.4284; -36.3741]
982; 7; 22;[-0.1814; 41.9554];[17.2029; -31.1388];[41.1658; -45.7893]
983; 7; 23;[-0.1566; 48.1094];[12.3366; -9.3419];[38.7487; -53.4601]
984; 1; 0;[-0.1666; 41.8838];[1.2176; -9.6482];[38.4468; -36.9427]
985; 1; 1;[-0.1702; 35.1720];[17.2029; -31.9212];[41.2797; -35.7293]
986; 1; 2;[-0.1795; 47.4413];[17.2029; -34.4605];[38.4388; -36.7161]
987; 1; 3;[-0.1799; 49.9675];[17.2029; -45.1021];[10.5949; -32.0313]
988; 1; 4;[-0.2084; 48.9921];[17.2029; -44.0581];[10.2989; -32.1901]
989; 1; 5;[-0.1897; 49.0445];[17.2029; -44.2357];[10.4232; -32.6011]
990; 1; 6;[-0.3263; 48.1603];[2.2574; -34.1273];[10.7136; -32.5161]
991; 1; 7;[-1.1353; 96.7669];[2.4157; -39.4842];[11.0224; -32.5169]
992; 1; 8;[-1.3016; 94.9858];[3.1654; -32.5051];[10.4421; -32.5016]
993; 1; 9;[-1.5956; 63.8826];[3.6819; -29.4810];[9.1384; -33.0436]
994; 1; 10;[-2.2468; 56.3262];[0.0000; 0.0000];[11.9014; -32.0640]
995; 1; 11;[-3.2716; 63.1628];[0.0000; 0.0000];[9.0659; -32.2288]
996; 1; 12;[-3.3575; 80.1826];[0.0000; 0.0000];[6.4738; -32.2779]
997; 1; 13;[-3.0948; 80.6668];[1.4994; -38.9543];[4.8727; -32.4177]
998; 1; 14;[-2.5832; 56.1693];[1.3495; -41.1148];[5.2145; -32.8560]
999; 1; 15;[-1.7330; 63.6995];[0.0000; 0.0000];[5.5159; -33.3100]
1000; 1; 16;[-1.1873; 63.7111];[0.0000; 0.0000];[6.8888; -33.9265]
1001; 1; 17;[-0.2911; 57.0032];[0.0000; 0.0000];[6.9808; -34.3409]
1002; 1; 18;[-0.1541; 65.5788];[0.0000; 0.0000];[7.1333; -34.7708]
1003; 1; 19;[-0.1660; 56.2474];[0.0000; 0.0000];[8.7747; -35.4717]
1004; 1; 20;[-0.1869; 56.2908];[0.0000; 0.0000];[9.4000; -36.0735]
1005; 1; 21;[-0.2063; 56.1141];[0.0000; 0.0000];[10.9590; -36.6588]
1006; 1; 22;[-0.1471; 56.1940];[0.0000; 0.0000];[12.3621; -37.0284]
1007; 1; 23;[-0.2316; 36.5968];[0.3626; -11.3674];[34.2987; -42.9683]
1008; 2; 0;[-0.2014; 48.9504];[17.2029; -46.0236];[13.8131; -29.0670]
1009; 2; 1;[-0.1635; 41.4841];[17.2029; -40.0798];[47.5879; -34.4344]
1010; 2; 2;[-0.2168; 42.2510];[17.2029; -43.3765];[45.5161; -36.4727]
1011; 2; 3;[-0.1958; 50.8192];[2.5923; -23.8167];[13.8358; -28.8870]
1012; 2; 4;[-0.2024; 44.3951];[17.2029; -45.4357];[18.1200; -27.5280]
1013; 2; 5;[-0.2197; 43.8571];[17.2029; -47.0006];[18.7106; -28.4112]
1014; 2; 6;[-0.3358; 56.4003];[1.8992; -33.1595];[10.5235; -31.3787]
1015; 2; 7;[-1.1107; 63.4316];[2.4074; -31.1867];[12.7206; -31.9706]
1016; 2; 8;[-2.4576; 52.1323];[0.6392; -34.6131];[15.9468; -31.8452]
1017; 2; 9;[-3.2364; 44.1189];[0.8241; -0.1050];[18.5830; -31.8178]
1018; 2; 10;[-3.8071; 49.7118];[0.0000; 0.0000];[18.8189; -32.2403]
1019; 2; 11;[-4.1686; 56.4733];[0.0000; 0.0000];[11.6271; -30.4753]
1020; 2; 12;[-4.1136; 81.7072];[0.0000; 0.0000];[19.4185; -32.1659]
1021; 2; 13;[-3.7328; 58.3701];[0.0000; 0.0000];[18.3131; -32.5676]
1022; 2; 14;[-3.2583; 94.4087];[0.0000; 0.0000];[11.2346; -31.2841]
1023; 2; 15;[-2.3504; 54.7627];[17.2029; -49.5385];[15.5828; -33.4034]
1024; 2; 16;[-1.3912; 62.1586];[0.0000; 0.0000];[14.8584; -34.0346]
1025; 2; 17;[-0.3554; 112.8331];[0.0000; 0.0000];[8.8650; -33.6636]
1026; 2; 18;[-0.1916; 89.1938];[0.0000; 0.0000];[7.1660; -33.8832]
1027; 2; 19;[-0.1886; 53.7612];[0.0000; 0.0000];[7.8143; -35.2069]
1028; 2; 20;[-0.1399; 106.2637];[0.0000; 0.0000];[6.1877; -35.6989]
1029; 2; 21;[-0.1293; 53.7339];[0.0000; 0.0000];[3.9031; -36.2740]
1030; 2; 22;[-0.1901; 39.4599];[0.0000; 0.0000];[40.7059; -45.1699]
