ts; dow; hod;default broker_mwh; default broker_price ;EWIIS3_mwh; EWIIS3_price ;Bunnie_mwh; Bunnie_price 
427; 5; 19;[-0.1141; 44.0675];[13.6370; -14.3566];[41.6832; -44.4130]
428; 5; 20;[-0.1207; 66.5486];[2.4833; -41.6667];[21.0948; -36.7036]
429; 5; 21;[-0.0970; 43.0517];[30.5339; -36.7343];[35.2332; -44.0727]
430; 5; 22;[-0.0815; 40.1973];[20.7498; -27.5685];[33.6548; -42.4269]
431; 5; 23;[-0.0729; 35.7966];[14.8257; -20.4354];[35.4743; -32.7216]
432; 6; 0;[-0.0697; 36.0308];[11.5389; -11.6483];[45.2530; -31.8806]
433; 6; 1;[-0.1122; 32.8170];[9.6278; -37.3556];[51.5040; -32.5718]
434; 6; 2;[-0.0941; 35.7738];[12.2955; -16.8545];[46.6583; -31.4156]
435; 6; 3;[-0.1189; 36.3403];[14.8148; -30.8781];[58.9728; -33.9370]
436; 6; 4;[-0.1020; 39.7715];[16.4362; -32.4679];[57.0757; -34.4238]
437; 6; 5;[-0.1170; 36.9816];[15.0144; -49.6159];[49.1571; -34.0928]
438; 6; 6;[-0.3474; 49.1711];[16.9817; -37.9343];[49.7942; -38.0417]
439; 6; 7;[-1.3864; 53.8805];[29.9877; -44.9006];[22.6163; -32.0904]
440; 6; 8;[-2.5172; 46.6866];[0.0000; 0.0000];[25.7963; -31.8868]
441; 6; 9;[-3.1670; 53.8347];[18.1050; -38.3521];[23.8437; -32.3871]
442; 6; 10;[-3.7995; 54.2106];[1.4994; -41.6667];[27.3187; -32.6002]
443; 6; 11;[-4.0272; 54.0614];[19.2589; -47.7221];[24.1835; -33.1213]
444; 6; 12;[-4.1919; 39.3937];[19.2204; -42.0929];[40.8766; -37.0302]
445; 6; 13;[-3.7709; 39.9787];[20.0834; -40.3054];[47.5278; -39.7951]
446; 6; 14;[-3.1768; 53.8976];[0.0000; 0.0000];[22.5997; -34.6144]
447; 6; 15;[-1.7247; 40.6304];[2.3616; -8.2881];[52.7068; -41.0526]
448; 6; 16;[-1.0489; 53.0309];[16.9282; -49.5720];[19.1625; -34.2816]
449; 6; 17;[-0.2851; 40.4381];[17.4310; -44.1111];[42.0890; -42.7456]
450; 6; 18;[-0.1138; 36.2205];[17.0730; -40.7400];[46.7482; -42.8142]
451; 6; 19;[-0.0986; 33.4215];[23.2064; -45.2319];[44.7801; -41.9350]
452; 6; 20;[-0.0977; 35.3894];[16.4584; -34.3566];[43.3108; -36.5080]
453; 6; 21;[-0.1180; 38.7753];[26.7804; -47.0284];[40.2547; -46.6613]
454; 6; 22;[-0.1249; 29.3013];[17.2586; -37.9948];[37.8408; -39.5218]
455; 6; 23;[-0.1011; 30.6277];[13.7052; -38.6442];[39.2446; -37.7791]
456; 7; 0;[-0.1128; 29.2700];[9.7851; -19.8771];[44.0634; -31.3586]
457; 7; 1;[-0.1049; 30.0028];[10.8158; -36.4083];[44.9039; -35.4305]
458; 7; 2;[-0.1171; 31.8291];[13.7354; -39.1416];[47.3878; -37.3871]
459; 7; 3;[-0.0976; 33.7343];[11.9779; -53.0090];[57.4797; -35.2537]
460; 7; 4;[-0.1056; 29.6606];[14.2997; -43.3108];[49.5488; -37.5692]
461; 7; 5;[-0.1196; 30.9834];[0.0000; 0.0000];[41.9944; -39.2226]
462; 7; 6;[-0.1861; 43.0293];[14.6874; -47.8522];[1.8937; -30.0233]
463; 7; 7;[-0.6934; 34.5996];[24.6116; -43.3221];[55.8747; -37.5544]
464; 7; 8;[-1.2210; 34.1788];[19.9446; -46.1694];[49.5578; -38.6868]
465; 7; 9;[-1.5413; 54.0438];[16.7142; -49.2131];[6.8054; -32.1981]
466; 7; 10;[-1.8556; 53.8563];[16.2570; -49.6730];[5.9474; -32.4685]
467; 7; 11;[-0.7066; 54.2284];[4.1483; -36.7590];[5.4301; -32.8211]
468; 7; 12;[-0.7024; 39.4248];[17.7421; -35.2986];[40.8995; -41.4898]
469; 7; 13;[-1.0304; 40.2028];[17.4492; -45.9309];[45.9943; -43.0923]
470; 7; 14;[-0.8890; 41.0303];[15.9028; -32.3619];[45.5971; -45.8671]
471; 7; 15;[-1.2574; 41.4266];[15.2520; -34.1100];[41.1295; -46.4645]
472; 7; 16;[-0.7258; 40.7811];[14.9106; -47.9807];[44.2807; -38.4023]
473; 7; 17;[-0.1782; 40.4315];[15.0323; -26.5468];[54.0364; -43.8610]
474; 7; 18;[-0.1598; 54.3608];[0.0000; 0.0000];[16.9645; -34.5414]
475; 7; 19;[-0.1395; 42.4402];[20.0368; -37.9194];[36.7570; -43.5798]
476; 7; 20;[-0.1566; 40.4433];[5.8655; -11.9728];[31.2268; -38.6798]
477; 7; 21;[-0.1349; 40.5410];[24.7631; -46.7068];[30.3136; -48.1143]
478; 7; 22;[-0.1386; 38.6861];[17.3601; -44.3312];[32.7120; -46.5121]
479; 7; 23;[-0.1248; 46.3599];[14.5204; -38.6780];[34.1828; -45.5146]
480; 1; 0;[-0.1219; 42.6636];[9.9549; -43.4026];[35.7789; -33.9096]
481; 1; 1;[-0.1411; 40.0698];[12.7066; -42.9436];[45.6103; -35.4135]
482; 1; 2;[-0.1535; 32.7837];[12.3094; -45.8807];[45.5823; -32.4309]
483; 1; 3;[-0.1415; 37.5150];[13.1159; -39.2694];[12.8675; -30.9458]
484; 1; 4;[-0.1412; 37.4996];[15.6410; -42.4894];[49.5574; -38.5921]
485; 1; 5;[-0.1485; 40.2198];[3.8318; -32.3582];[15.7688; -27.6931]
486; 1; 6;[-0.1818; 47.1867];[7.1971; -41.6243];[12.9786; -28.1828]
487; 1; 7;[-0.3417; 44.0811];[9.4274; -18.8256];[53.8797; -38.3113]
488; 1; 8;[-0.4654; 52.9030];[11.0522; -38.0240];[13.0452; -29.2269]
489; 1; 9;[-0.5595; 60.6377];[11.7247; -36.1011];[12.5764; -28.9632]
490; 1; 10;[-1.5627; 62.0759];[8.0139; -37.3424];[14.7543; -30.2387]
491; 1; 11;[-1.7147; 61.5611];[0.0000; 0.0000];[22.5443; -30.5275]
492; 1; 12;[-1.6813; 54.6695];[0.0000; 0.0000];[16.4313; -31.5394]
493; 1; 13;[-1.5688; 84.8691];[0.0000; 0.0000];[17.0403; -31.8076]
494; 1; 14;[-1.5632; 54.2451];[0.0000; 0.0000];[14.0520; -31.9728]
495; 1; 15;[-1.0132; 55.0048];[0.0000; 0.0000];[12.5424; -33.0558]
496; 1; 16;[-0.7030; 54.3264];[24.1570; -49.9286];[11.2893; -33.0333]
497; 1; 17;[-0.2128; 52.7187];[23.1413; -49.3969];[10.6125; -32.8146]
498; 1; 18;[-0.1449; 52.6764];[0.0000; 0.0000];[10.1629; -33.1779]
499; 1; 19;[-0.1193; 50.9967];[19.8061; -49.5037];[8.3091; -35.1414]
500; 1; 20;[-0.1195; 37.0517];[0.0000; 0.0000];[33.3694; -40.5751]
501; 1; 21;[-0.0845; 50.9866];[0.0000; 0.0000];[5.5314; -35.7239]
502; 1; 22;[-0.1313; 37.5125];[15.9242; -49.3634];[30.9416; -43.3323]
503; 1; 23;[-0.1571; 45.6356];[16.1444; -45.1002];[34.7376; -44.8784]
504; 2; 0;[-0.1106; 41.6374];[16.5321; -37.8347];[41.6220; -37.3344]
505; 2; 1;[-0.0770; 49.1106];[15.6614; -44.2557];[5.8063; -28.6882]
506; 2; 2;[-0.1353; 41.2574];[15.1554; -27.7098];[48.5553; -39.4394]
507; 2; 3;[-0.1412; 49.1366];[14.0736; -41.7392];[6.3808; -27.8863]
508; 2; 4;[-0.0952; 48.3606];[15.9849; -43.5289];[6.5682; -27.7556]
509; 2; 5;[-0.0799; 60.4520];[5.7294; -36.6550];[5.6407; -28.3205]
510; 2; 6;[-0.2619; 121.5764];[0.0000; 0.0000];[10.5139; -27.6755]
511; 2; 7;[-1.3028; 86.8478];[0.0000; 0.0000];[8.6553; -28.3816]
512; 2; 8;[-2.3615; 61.8679];[0.0000; 0.0000];[10.3535; -28.6662]
513; 2; 9;[-3.1757; 61.7197];[0.0000; 0.0000];[10.9463; -29.2054]
514; 2; 10;[-3.7379; 61.6952];[0.0000; 0.0000];[11.1192; -29.7936]
515; 2; 11;[-4.0823; 85.8798];[2.7489; -41.6667];[11.1989; -30.3974]
516; 2; 12;[-4.0724; 54.4068];[1.7493; -38.2483];[14.2190; -31.3209]
517; 2; 13;[-3.7394; 116.6349];[5.8310; -41.6667];[14.4631; -31.9327]
518; 2; 14;[-3.1301; 54.3304];[0.0000; 0.0000];[22.5130; -32.9377]
519; 2; 15;[-2.3513; 86.9346];[0.9996; -41.6667];[21.0947; -33.4141]
520; 2; 16;[-1.2940; 61.1684];[3.4819; -40.9116];[18.8745; -33.8512]
521; 2; 17;[-0.3357; 56.0708];[4.4149; -41.6667];[18.4324; -34.4881]
522; 2; 18;[-0.1367; 57.7674];[0.0000; 0.0000];[22.3555; -35.3991]
523; 2; 19;[-0.1744; 95.6442];[3.9318; -39.4790];[16.4317; -35.5776]
524; 2; 20;[-0.1818; 46.7972];[16.7220; -39.1757];[54.1676; -40.5660]
525; 2; 21;[-0.1421; 46.7707];[2.8322; -41.6667];[22.2984; -35.3670]
526; 2; 22;[-0.1231; 45.2196];[0.0000; 0.0000];[37.5187; -38.1088]
527; 2; 23;[-0.1157; 52.8585];[16.9724; -36.3059];[31.2786; -40.6340]
528; 3; 0;[-0.0901; 42.2048];[16.8592; -44.7055];[47.5089; -35.2154]
529; 3; 1;[-0.1251; 40.9070];[15.9428; -36.9356];[44.7289; -35.7023]
530; 3; 2;[-0.1067; 33.3271];[15.0193; -34.9821];[46.9191; -33.6581]
531; 3; 3;[-0.1364; 49.6966];[14.7472; -42.8566];[11.5796; -31.2340]
532; 3; 4;[-0.1515; 41.6790];[15.7446; -41.0750];[47.5127; -37.8197]
533; 3; 5;[-0.1317; 49.3686];[17.4780; -40.5788];[40.0730; -40.0555]
534; 3; 6;[-0.3715; 54.5329];[19.3662; -45.3624];[9.7425; -30.7065]
535; 3; 7;[-1.4195; 91.9528];[2.4490; -34.0630];[12.2196; -30.5891]
536; 3; 8;[-2.4993; 47.0751];[22.9907; -47.4951];[12.7480; -30.7157]
537; 3; 9;[-2.1292; 61.7977];[1.7651; -39.9182];[11.0588; -30.9245]
538; 3; 10;[-2.3260; 54.1095];[1.2495; -41.6667];[13.1288; -31.4087]
539; 3; 11;[-4.3469; 54.3400];[20.4690; -49.4681];[13.0814; -31.8824]
540; 3; 12;[-4.0891; 54.4712];[19.9948; -49.2253];[12.1148; -32.0854]
541; 3; 13;[-2.7860; 54.1408];[4.4149; -41.6667];[9.6173; -33.1602]
542; 3; 14;[-2.5379; 53.8348];[0.0000; 0.0000];[12.5404; -33.6948]
543; 3; 15;[-1.8619; 53.9922];[21.6887; -48.8300];[13.9672; -33.8637]
544; 3; 16;[-1.0268; 54.3068];[21.8377; -48.8441];[13.3215; -34.2283]
545; 3; 17;[-0.3445; 54.6997];[20.8025; -46.6560];[15.2693; -34.8217]
546; 3; 18;[-0.1153; 44.7609];[18.0488; -22.9258];[48.8585; -43.5905]
547; 3; 19;[-0.1223; 65.2053];[1.5827; -38.4252];[24.2695; -35.7891]
548; 3; 20;[-0.1371; 46.9234];[16.3311; -49.1563];[51.8404; -39.4397]
549; 3; 21;[-0.1428; 40.1495];[7.4098; -9.8100];[37.9740; -32.6534]
550; 3; 22;[-0.1407; 42.1110];[16.3958; -24.8201];[37.5384; -50.2535]
551; 3; 23;[-0.1711; 29.0409];[16.7507; -25.3951];[41.0889; -34.5223]
552; 4; 0;[-0.1485; 45.2215];[16.2680; -44.3368];[32.3052; -30.8587]
553; 4; 1;[-0.1444; 36.1644];[15.1084; -35.5737];[54.9379; -31.9747]
554; 4; 2;[-0.1519; 33.3067];[14.6182; -30.0197];[52.7591; -32.4423]
555; 4; 3;[-0.1742; 39.6063];[1.0662; -31.4898];[52.9889; -34.6115]
556; 4; 4;[-0.1645; 43.3927];[15.6957; -43.6010];[53.2982; -34.5304]
557; 4; 5;[-0.1132; 50.6764];[17.4678; -44.6458];[27.8096; -31.8968]
558; 4; 6;[-0.3034; 45.3013];[18.8969; -45.0839];[27.7491; -31.6540]
559; 4; 7;[-1.2097; 45.9002];[21.2964; -45.1837];[27.4044; -31.5822]
560; 4; 8;[-2.1415; 60.4078];[0.0000; 0.0000];[26.2193; -31.5905]
561; 4; 9;[-2.6909; 83.1372];[0.0000; 0.0000];[24.3049; -31.6620]
562; 4; 10;[-3.7484; 61.0298];[0.0000; 0.0000];[22.3241; -31.8042]
563; 4; 11;[-4.0882; 53.6906];[0.0000; 0.0000];[20.7644; -32.0949]
564; 4; 12;[-4.0170; 39.1524];[21.8296; -47.8235];[41.6756; -36.0183]
565; 4; 13;[-3.7077; 53.7832];[4.4982; -39.6516];[18.0533; -32.5716]
566; 4; 14;[-3.1330; 53.7876];[22.5691; -47.1544];[16.3943; -32.9334]
567; 4; 15;[-2.4778; 53.2798];[0.0000; 0.0000];[20.9642; -33.6030]
568; 4; 16;[-1.3021; 52.9753];[5.9976; -41.6667];[18.8568; -34.0640]
569; 4; 17;[-0.2771; 40.0418];[9.1439; -27.3242];[56.5551; -38.7929]
570; 4; 18;[-0.1603; 38.2780];[19.0093; -45.6628];[49.6090; -38.6134]
571; 4; 19;[-0.1559; 60.8306];[0.0000; 0.0000];[22.7201; -36.1398]
572; 4; 20;[-0.1728; 44.8859];[15.8075; -44.3588];[47.2750; -38.4748]
573; 4; 21;[-0.0829; 45.0812];[6.1440; -12.2056];[49.9621; -40.3994]
574; 4; 22;[-0.2066; 40.5511];[16.7138; -28.2996];[48.7439; -48.0925]
575; 4; 23;[-0.1816; 45.5219];[17.2400; -35.9315];[49.6588; -43.9369]
576; 5; 0;[-0.1696; 39.3734];[16.5034; -31.2103];[65.7830; -36.0872]
577; 5; 1;[-0.0921; 46.9415];[15.9269; -44.7253];[21.4475; -32.3032]
578; 5; 2;[-0.0683; 39.4733];[14.7990; -38.5881];[50.2324; -36.2375]
579; 5; 3;[-0.1366; 33.4058];[14.5771; -40.4460];[48.6540; -35.6976]
580; 5; 4;[-0.2268; 47.1913];[0.9996; -30.9732];[48.5515; -37.7778]
581; 5; 5;[-0.1548; 33.6818];[17.7020; -40.4335];[57.5750; -33.2698]
582; 5; 6;[-0.3689; 61.5844];[5.4978; -38.2390];[16.3604; -33.0163]
583; 5; 7;[-1.1922; 53.8814];[2.1741; -31.9869];[18.3423; -32.1958]
584; 5; 8;[-1.9056; 54.1488];[2.2328; -35.7103];[18.4647; -31.8291]
585; 5; 9;[-3.1030; 46.8528];[0.0000; 0.0000];[21.5334; -31.7073]
586; 5; 10;[-3.9126; 53.8402];[3.8734; -39.8018];[17.5865; -32.1508]
587; 5; 11;[-3.0749; 38.8645];[21.1690; -36.6742];[48.0673; -41.3706]
588; 5; 12;[-3.8711; 61.2006];[0.5498; -40.5223];[19.3141; -32.6725]
589; 5; 13;[-3.8680; 53.8560];[5.1646; -39.0219];[18.2800; -33.0576]
590; 5; 14;[-3.2214; 53.7103];[22.0768; -45.9079];[16.2466; -33.6479]
591; 5; 15;[-2.5202; 60.9661];[3.0642; -34.2259];[20.0372; -34.0442]
592; 5; 16;[-1.3859; 53.6046];[21.9411; -48.0189];[20.6424; -34.1399]
593; 5; 17;[-0.3778; 54.0899];[20.8429; -49.5139];[22.6674; -34.8212]
594; 5; 18;[-0.1497; 54.1292];[1.6660; -38.3489];[24.7011; -35.3012]
595; 5; 19;[-0.0851; 40.7501];[17.4724; -39.1323];[46.6213; -38.3613]
596; 5; 20;[-0.0920; 41.0391];[7.3470; -14.5360];[44.5096; -46.5194]
597; 5; 21;[-0.1213; 46.1456];[16.1510; -38.0254];[52.8343; -41.2289]
598; 5; 22;[-0.0906; 45.4922];[6.2864; -16.6096];[51.5571; -47.8644]
599; 5; 23;[-0.1042; 34.2588];[16.8000; -30.1893];[44.2408; -39.1248]
600; 6; 0;[-0.1090; 28.7950];[16.7407; -29.1360];[65.0207; -32.7086]
601; 6; 1;[-0.1693; 32.1569];[14.3892; -29.8775];[52.9561; -32.6635]
602; 6; 2;[-0.0932; 37.3521];[14.0110; -35.2476];[55.5435; -36.3896]
603; 6; 3;[-0.1571; 29.1187];[13.5482; -29.7954];[57.4109; -31.8297]
604; 6; 4;[-0.2111; 39.1947];[14.8350; -42.6673];[14.9348; -33.0664]
605; 6; 5;[-0.1783; 31.6084];[16.4651; -37.2961];[57.5309; -36.6460]
606; 6; 6;[-0.4754; 33.3916];[17.5720; -41.3413];[59.1558; -37.5719]
607; 6; 7;[-1.5104; 46.1384];[19.2687; -45.3440];[54.9354; -38.3883]
608; 6; 8;[-2.6451; 46.3801];[20.1603; -47.4955];[13.0866; -31.7237]
609; 6; 9;[-3.2339; 46.4978];[18.2080; -44.7391];[59.8288; -40.1312]
610; 6; 10;[-3.8197; 46.4091];[18.3906; -46.0176];[10.0931; -31.7892]
611; 6; 11;[-4.0386; 39.2993];[17.8336; -45.9028];[38.6033; -38.0439]
612; 6; 12;[-4.2075; 53.7553];[0.0000; 0.0000];[6.9823; -32.4858]
613; 6; 13;[-3.8660; 40.0736];[2.3361; -27.8797];[52.5324; -41.6786]
614; 6; 14;[-3.1724; 54.5477];[18.5892; -47.5118];[5.5518; -34.1706]
615; 6; 15;[-2.1473; 61.0001];[0.0000; 0.0000];[7.4939; -34.3546]
616; 6; 16;[-1.1768; 41.2540];[19.7352; -39.5227];[51.2580; -42.5609]
617; 6; 17;[-0.3136; 53.0862];[17.8900; -48.3415];[6.3654; -35.2401]
618; 6; 18;[-0.1390; 50.4515];[15.9102; -49.0943];[6.9959; -35.6747]
619; 6; 19;[-0.1268; 42.1027];[14.1930; -41.1766];[46.9255; -43.5342]
620; 6; 20;[-0.1393; 43.5218];[14.5336; -46.0677];[45.1075; -42.8767]
621; 6; 21;[-0.1553; 43.4298];[0.0779; -34.5489];[40.3288; -42.8821]
622; 6; 22;[-0.1689; 39.6198];[15.7603; -37.3499];[39.8707; -37.7800]
623; 6; 23;[-0.1386; 39.8040];[16.0878; -23.4585];[39.7031; -42.3494]
624; 7; 0;[-0.1730; 33.6619];[15.5317; -26.3603];[50.5925; -31.9027]
625; 7; 1;[-0.1759; 49.1322];[14.3799; -41.1753];[45.4406; -39.1266]
626; 7; 2;[-0.1404; 32.4807];[13.7210; -32.6179];[54.7026; -35.5163]
627; 7; 3;[-0.0744; 38.4151];[13.8004; -35.2688];[52.6997; -31.8384]
628; 7; 4;[-0.1240; 37.6520];[14.9593; -25.3819];[46.4453; -31.8321]
629; 7; 5;[-0.1465; 41.5322];[16.3697; -46.3303];[60.8875; -39.8063]
630; 7; 6;[-0.2589; 48.3781];[17.5949; -45.1941];[12.5688; -32.4133]
631; 7; 7;[-0.9253; 47.3698];[19.6034; -46.8395];[11.5320; -32.6051]
632; 7; 8;[-1.6224; 54.2948];[0.0000; 0.0000];[11.7252; -32.6321]
633; 7; 9;[-2.0763; 47.2336];[19.1388; -46.7153];[54.8140; -40.9697]
634; 7; 10;[-2.4459; 54.7755];[0.0000; 0.0000];[10.0791; -33.0589]
635; 7; 11;[-1.5050; 54.4904];[0.0000; 0.0000];[9.1616; -32.9484]
636; 7; 12;[-0.7254; 39.6861];[18.0830; -43.3482];[48.6828; -41.9456]
637; 7; 13;[-1.0536; 40.2258];[18.5158; -42.9360];[44.9349; -42.8425]
638; 7; 14;[-0.9223; 34.8082];[19.3651; -38.0335];[42.7455; -41.3666]
639; 7; 15;[-1.6309; 40.8043];[18.8663; -45.6360];[21.2218; -37.8578]
640; 7; 16;[-0.9132; 41.1992];[19.5939; -48.2933];[34.1273; -39.3836]
641; 7; 17;[-0.1803; 54.8959];[17.1024; -49.1152];[12.2453; -35.2679]
642; 7; 18;[-0.1573; 54.9178];[15.5735; -46.5112];[11.6987; -35.5496]
643; 7; 19;[-0.1426; 40.3820];[9.3362; -17.9030];[43.9983; -41.5077]
644; 7; 20;[-0.1573; 55.2190];[14.1326; -32.8902];[45.2094; -41.3209]
645; 7; 21;[-0.1732; 45.2300];[7.6760; -11.2685];[45.2153; -39.7819]
646; 7; 22;[-0.1800; 40.5285];[15.6415; -31.4921];[46.8084; -44.1969]
647; 7; 23;[-0.1564; 34.6881];[15.7792; -24.3288];[56.0096; -39.2256]
648; 1; 0;[-0.1758; 40.8703];[15.0194; -29.8246];[59.5879; -34.3869]
649; 1; 1;[-0.1846; 41.3864];[15.8263; -37.4310];[47.5345; -35.0759]
650; 1; 2;[-0.1942; 29.9192];[14.9053; -38.3945];[51.7872; -35.0534]
651; 1; 3;[-0.1884; 48.3320];[14.4401; -45.2860];[58.5733; -38.9371]
652; 1; 4;[-0.1586; 43.2533];[16.1439; -45.5637];[58.8223; -39.3126]
653; 1; 5;[-0.2019; 43.3204];[17.9846; -46.1105];[10.7057; -32.1526]
654; 1; 6;[-0.2493; 45.5211];[19.2395; -44.9399];[9.6458; -32.5899]
655; 1; 7;[-0.6997; 52.3051];[21.7448; -48.2018];[7.9386; -32.6236]
656; 1; 8;[-1.1008; 60.1602];[3.6652; -41.6667];[9.0177; -31.4978]
657; 1; 9;[-1.4116; 60.4725];[6.0476; -40.3727];[8.1163; -31.5258]
658; 1; 10;[-2.2550; 54.0643];[1.9992; -36.6644];[11.9920; -31.0564]
659; 1; 11;[-2.4825; 60.6317];[0.0000; 0.0000];[13.6258; -31.4384]
660; 1; 12;[-2.4996; 60.9981];[0.0000; 0.0000];[12.5073; -31.7543]
661; 1; 13;[-2.3178; 61.1298];[8.2467; -34.2061];[11.3331; -32.3545]
662; 1; 14;[-2.1438; 53.6766];[0.3332; -41.6667];[17.6016; -33.3852]
663; 1; 15;[-1.5304; 53.6470];[2.7489; -40.5403];[15.8133; -33.7772]
664; 1; 16;[-0.9816; 53.0244];[22.3527; -48.2235];[17.0413; -34.4249]
665; 1; 17;[-0.3040; 58.3210];[4.7981; -38.5307];[14.2381; -34.8655]
666; 1; 18;[-0.2133; 50.6077];[0.0000; 0.0000];[17.7068; -35.6679]
667; 1; 19;[-0.1893; 51.6557];[17.1470; -49.3573];[16.3339; -36.1029]
668; 1; 20;[-0.1901; 51.7186];[16.2190; -48.8679];[14.5531; -36.4255]
669; 1; 21;[-0.1570; 39.7855];[15.8498; -45.0060];[49.4399; -42.4456]
670; 1; 22;[-0.2029; 41.0985];[16.5117; -42.1892];[47.6581; -43.9905]
671; 1; 23;[-0.2199; 39.4889];[17.0712; -41.7311];[42.4380; -39.7625]
672; 2; 0;[-0.1729; 47.1948];[16.5155; -44.7347];[16.3424; -30.8242]
673; 2; 1;[-0.1531; 46.3956];[15.8666; -47.0327];[15.7879; -30.8569]
674; 2; 2;[-0.1287; 37.5310];[15.0998; -35.7766];[43.7862; -38.1938]
675; 2; 3;[-0.1334; 38.4645];[14.7848; -37.8058];[48.6469; -35.5349]
676; 2; 4;[-0.1062; 38.8158];[15.8823; -41.1562];[56.8597; -33.5692]
677; 2; 5;[-0.0918; 37.4107];[18.1867; -44.2974];[57.7209; -37.3248]
678; 2; 6;[-0.2811; 54.6666];[0.0000; 0.0000];[9.4310; -31.9582]
679; 2; 7;[-1.2700; 53.6659];[22.1353; -47.8972];[7.9617; -32.5015]
680; 2; 8;[-2.3560; 61.0583];[0.0000; 0.0000];[7.0039; -32.9031]
681; 2; 9;[-3.2188; 60.5338];[0.5144; -40.4849];[4.5905; -33.3668]
682; 2; 10;[-3.7587; 97.2186];[2.0825; -41.6667];[5.4915; -33.6834]
683; 2; 11;[-4.1029; 81.4631];[1.8742; -40.1496];[5.1800; -33.8362]
684; 2; 12;[-4.1285; 53.9942];[20.9741; -48.4010];[8.1177; -33.1823]
685; 2; 13;[-3.7845; 53.7551];[0.0000; 0.0000];[8.9890; -33.5002]
686; 2; 14;[-3.2113; 61.6017];[0.0000; 0.0000];[9.4528; -34.1566]
687; 2; 15;[-2.4301; 61.2850];[4.1234; -41.6667];[9.0546; -34.6350]
688; 2; 16;[-1.3350; 54.0360];[0.0000; 0.0000];[8.7056; -34.6028]
689; 2; 17;[-0.3408; 56.0922];[0.7497; -39.0970];[8.3973; -34.8631]
690; 2; 18;[-0.1707; 68.8355];[1.5827; -41.6667];[8.2200; -35.3631]
691; 2; 19;[-0.2000; 69.3190];[1.4244; -37.9630];[8.0675; -35.7950]
692; 2; 20;[-0.2255; 46.7657];[0.7927; -41.6667];[47.1048; -43.3075]
693; 2; 21;[-0.1693; 39.2522];[16.2102; -39.8239];[38.2196; -45.1735]
694; 2; 22;[-0.1742; 41.1352];[16.4263; -40.4391];[36.1272; -46.4286]
695; 2; 23;[-0.1566; 40.4372];[16.9150; -32.1462];[34.8750; -47.5965]
696; 3; 0;[-0.1520; 52.6354];[16.1981; -49.8823];[19.9497; -31.5962]
697; 3; 1;[-0.1742; 34.3803];[4.1964; -14.7323];[50.5442; -37.1694]
698; 3; 2;[-0.1350; 39.6106];[14.8457; -43.3509];[55.6761; -36.5678]
699; 3; 3;[-0.1488; 39.7013];[14.4075; -44.8111];[48.6482; -37.1953]
700; 3; 4;[-0.1551; 43.8914];[15.5629; -41.2516];[17.4107; -31.8253]
701; 3; 5;[-0.1380; 46.2175];[17.9024; -39.9306];[47.4723; -36.4560]
702; 3; 6;[-0.3523; 52.1130];[19.3832; -47.1247];[16.4924; -31.1049]
703; 3; 7;[-1.0932; 61.2579];[1.0662; -35.9915];[16.0871; -30.9905]
704; 3; 8;[-1.8604; 61.1163];[0.1499; -34.8166];[15.2892; -31.0174]
705; 3; 9;[-1.7228; 54.4652];[0.0000; 0.0000];[13.7090; -31.2092]
706; 3; 10;[-2.7398; 47.2078];[21.9889; -46.7041];[47.7034; -39.9798]
707; 3; 11;[-4.2620; 61.3219];[0.0000; 0.0000];[11.1171; -31.9661]
708; 3; 12;[-4.0719; 76.4870];[0.0000; 0.0000];[10.8278; -32.6009]
709; 3; 13;[-3.1453; 54.2413];[0.4998; -38.0159];[10.5907; -33.1864]
710; 3; 14;[-2.7958; 61.3025];[0.0000; 0.0000];[10.4508; -33.4986]
711; 3; 15;[-2.1024; 61.3194];[0.4165; -41.4273];[8.0718; -33.7671]
712; 3; 16;[-1.1834; 60.9459];[2.3741; -41.0795];[8.0317; -34.0890]
713; 3; 17;[-0.3812; 59.3838];[2.9988; -39.8218];[9.2290; -34.8104]
714; 3; 18;[-0.1509; 54.3440];[5.1146; -39.6430];[8.3271; -35.2080]
715; 3; 19;[-0.1491; 62.9596];[0.0000; 0.0000];[16.9093; -36.1982]
716; 3; 20;[-0.1466; 54.9876];[16.2412; -49.2263];[15.5994; -36.5176]
717; 3; 21;[-0.1590; 46.8755];[16.5409; -47.6355];[43.7861; -42.7904]
718; 3; 22;[-0.1052; 45.1422];[17.0160; -48.3731];[43.3388; -43.0991]
719; 3; 23;[-0.1646; 47.7184];[17.4877; -40.2810];[38.3535; -42.3894]
720; 4; 0;[-0.1296; 40.6501];[16.5725; -39.4489];[49.5810; -36.5966]
721; 4; 1;[-0.1372; 39.7406];[15.9215; -43.4409];[52.5683; -37.4248]
722; 4; 2;[-0.1479; 39.4668];[14.9864; -40.7231];[54.2580; -34.1904]
723; 4; 3;[-0.1386; 56.9640];[0.0000; 0.0000];[4.9862; -29.6355]
724; 4; 4;[-0.1303; 47.2320];[16.1619; -42.2374];[2.7005; -32.2082]
725; 4; 5;[-0.1212; 47.2395];[0.0000; 0.0000];[3.9612; -30.2648]
726; 4; 6;[-0.3239; 54.1950];[0.0000; 0.0000];[3.5504; -30.6292]
727; 4; 7;[-1.2639; 54.1802];[0.0000; 0.0000];[3.1832; -31.0222]
728; 4; 8;[-2.3064; 70.2254];[0.0000; 0.0000];[2.8758; -31.4122]
